日,0.0,33.0,0.0,1.0
累积,0.0,3.0,0.0,1.0
越大,0.0,3.0,0.0,1.0
历程,0.0,3.0,0.0,1.0
之,8.0,0.0,1.0,0.0
至,2.0,3.0,0.4,0.6
一切,0.0,3.0,0.0,1.0
自然环境,0.0,3.0,0.0,1.0
赞许,0.0,3.0,0.0,1.0
完成,2.0,3.0,0.4,0.6
邀请,2.0,0.0,1.0,0.0
处长,0.0,6.0,0.0,1.0
九段,0.0,9.0,0.0,1.0
同比,0.0,6.0,0.0,1.0
领导,0.0,18.0,0.0,1.0
大型,0.0,3.0,0.0,1.0
优先,0.0,3.0,0.0,1.0
限时,0.0,3.0,0.0,1.0
法,0.0,3.0,0.0,1.0
汤锅,0.0,3.0,0.0,1.0
对手,0.0,3.0,0.0,1.0
pzCQV3VC3oWFVKgTYNn0nRgv9yoOHia9oUccX6wFLrVsFwXGI0KMdMcnsenw,0.0,3.0,0.0,1.0
药物,0.0,15.0,0.0,1.0
一对一,0.0,3.0,0.0,1.0
:,2.0,39.0,0.04878048780487805,0.9512195121951219
总汇,0.0,3.0,0.0,1.0
2013,0.0,3.0,0.0,1.0
0,0.0,36.0,0.0,1.0
单一,0.0,3.0,0.0,1.0
消费者,0.0,6.0,0.0,1.0
继续,0.0,12.0,0.0,1.0
当地,0.0,6.0,0.0,1.0
烤机,0.0,3.0,0.0,1.0
示范作用,0.0,3.0,0.0,1.0
重视,0.0,9.0,0.0,1.0
暴利,0.0,3.0,0.0,1.0
快报,0.0,7.0,0.0,1.0
积分,2.0,0.0,1.0,0.0
案例,0.0,6.0,0.0,1.0
加大,0.0,12.0,0.0,1.0
员工,0.0,3.0,0.0,1.0
官方,2.0,0.0,1.0,0.0
标兵,0.0,3.0,0.0,1.0
央视,0.0,6.0,0.0,1.0
盘面,0.0,6.0,0.0,1.0
苏增福,0.0,9.0,0.0,1.0
坚持,0.0,9.0,0.0,1.0
假,0.0,9.0,0.0,1.0
程度,0.0,6.0,0.0,1.0
