keywords,sentence,article_no,source,title or content
山西汾酒,山西汾酒大涨逾8% 距创历史新高一步之遥2017年08月07日 15:19来源：新浪8月7日消息，白酒股走强，山西汾酒(43.990， 3.37， 8.30%)大涨，距创历史新高一步之遥,0,媒体新闻,c,1
山西汾酒,山西汾酒大涨逾8% 距创历史新高一步之遥,0,媒体新闻,t,1
山西汾酒,为巩固友谊，深化交流，8月6日上午，山西汾酒集团党委书记、董事长李秋喜，汾阳市市委书记武跃飞率考察团一行到访茅台集团，并正式邀请茅台集团参加将于9月在汾阳市举办的“2017山西(汾阳·杏花村)世界酒文化博览会”,1,媒体新闻,c,1
山西汾酒,山西汾酒集团、汾阳市委考察团一行赴茅台集团友好交流,1,媒体新闻,t,1
山西汾酒,　　证券时报网（www.stcn.com）07月24日讯　　今日早盘，白酒板块表现抢眼，贵州茅台(行情600519，诊股)大涨逾2%再创新高，截至发稿，山西汾酒(行情600809，诊股)涨5.82%、泸州老窖(行情000568，诊股)涨4.36%，酒鬼酒(行情000799，诊股)涨4.33%、五粮液(行情000858，诊股)、口子窖(行情603589,2,媒体新闻,c,1
山西汾酒,白酒板块表现抢眼 山西汾酒涨逾5%贵州茅台再创新高,2,媒体新闻,t,1
山西汾酒,　　中国证券网讯 24日早盘，白酒板块表现抢眼，截至发稿，山西汾酒(行情600809，诊股)涨5.68%，泸州老窖(行情000568，诊股)涨4.32%，酒鬼酒(行情000799，诊股)、五粮液(行情000858，诊股)、口子窖(行情603589，诊股)涨逾,3,媒体新闻,c,1
山西汾酒,白酒板块表现抢眼 山西汾酒涨逾5%,3,媒体新闻,t,1
山西汾酒,　　山西汾酒股票分析：改革效果逐渐显现，战略性看好改善空间　　山西汾酒(600809)　　事件：公司发布中报业绩预告，预计2017 上半年公司的净利润同比增长50%-70%,5,媒体新闻,c,1
山西汾酒,山西汾酒股票分析：改革效果逐渐显现，战略性看好改善空间,5,媒体新闻,t,1
山西汾酒,我们在2016年12月12日发布深度报告《调整结束，加码成长》重点推荐山西汾酒，2017年以来又以多篇公司和行业跟踪报告持续重点推荐，一季度公司业绩强劲增长验证加速成长核心逻辑，目前来看公司中报业绩靓丽表现亦与我们的判断相一致,6,媒体新闻,c,1
山西汾酒,　　山西汾酒(600809.CH/人民币32.54，买入)17年上半年净利同比增50-70%，再超市场预期，取中值估算，估计2季度净利增速超过60%,8,媒体新闻,c,1
山西汾酒,　　事项　　山西汾酒发布预增公告，预计2017年上半年净利增加50-70%,8,媒体新闻,c,1
山西汾酒,　　中国网财经7月17日讯 山西汾酒(600809，股吧)今日盘后发布上半年业绩预告，称预计2017年半年度实现归属于上市公司股东的净利润同比将增加50-70%,9,媒体新闻,c,1
山西汾酒,数据显示，2016年上半年，山西汾酒归属于上市公司股东的净利润为35893万元，每股收益0.41元,9,媒体新闻,c,1
山西汾酒,　　山西汾酒表示，公司业绩发生变动主要原因是营业收入增加及加强成本费用的控制,9,媒体新闻,c,1
山西汾酒,山西汾酒上半年净利预增逾五成 营收增加及成本控制成主因,9,媒体新闻,t,1
山西汾酒,"<IMAGE SRC=""http://hqpick.eastmoney.com/k/6008091.png"" >　　山西汾酒(600809)7月17日晚披露业绩预告，公司预计上半年净利同比将增加50%-70%，上年同期净利为3.59亿元",10,媒体新闻,c,1
山西汾酒,山西汾酒：上半年净利预增50%-70%,10,媒体新闻,t,1
山西汾酒,[董事会]山西汾酒:董事会审计委员会议事规则,11,媒体新闻,t,1
山西汾酒,　　中国证券网讯（记者 李小兵）6月29日，山西汾酒(行情600809，诊股)与青青稞酒(行情002646，诊股)召开了“汾酒、青青稞酒建立兄弟企业关系座谈会”，形成了三项共识,12,媒体新闻,c,1
山西汾酒,　　这三项共识是：一，山西汾酒和青青稞酒应该共同肩负起做大、做强清香类型白酒的历史使命；二，山西杏花村汾酒厂股份有限公司与青海互助青稞酒股份有限公司建立“兄弟企业关系”，建立深入互访机制，双方将毫无保留地展开企业间合作；三，近期，山西汾酒将派出生产技术专家团队访问青青稞酒，青青稞酒将派出深度分销专家团队、中酒网信息化营销团队访问汾酒，双方的兄弟企业关系将首先在生产技术和市场营销两方面展开,12,媒体新闻,c,1
山西汾酒,山西汾酒与青青稞酒建立“兄弟企业关系”,12,媒体新闻,t,1
山西汾酒,白酒股尾盘拉升 五粮液、山西汾酒涨逾4%2017年06月21日 15:21来源：中国证券网临近尾盘，白酒股拉升，截至发稿，五粮液、山西汾酒涨逾4%，洋河股份、沱牌舍得、古井贡酒、酒鬼酒、伊力特等个股纷纷上涨,13,媒体新闻,c,1
山西汾酒,白酒股尾盘拉升 五粮液、山西汾酒涨逾4%,13,媒体新闻,t,1
山西汾酒,　　新浪财经讯 5月23日消息，白酒板块快速拉升，截止发稿，山西汾酒涨2.3%，洋河股份、贵州茅台、酒鬼酒等9股涨幅均超1%,14,媒体新闻,c,1
山西汾酒,　　新浪财经投资易显示，山西汾酒主力净流入：981.82万,14,媒体新闻,c,1
山西汾酒,快讯：白酒板块异动拉升 山西汾酒直线拉升涨逾2%,14,媒体新闻,t,1
山西汾酒,　　山西汾酒股票分析：换挡前行，重铸辉煌　　山西汾酒(600809)　　收入高增长持续验证,15,媒体新闻,c,1
山西汾酒,山西汾酒股票分析：换挡前行，重铸辉煌,15,媒体新闻,t,1
山西汾酒,　　新浪财经讯 5月16日消息，周二早盘，市场整体表现较为低迷，白酒板块逆势走高，截至发稿，山西汾酒领涨，股价涨逾2%，凯乐科技、古井贡酒、五粮液、贵州茅台均出现不同幅度的上扬,16,媒体新闻,c,1
山西汾酒,高端白酒一季报集体超预期，古井、洋河和口子窖等地产名酒收入普遍两位数增长，次高端山西汾酒和水井坊收入增速超30%，其中山西汾酒一季度显着超预期，收入和利润增速超过45%,16,媒体新闻,c,1
山西汾酒,快讯：白酒板块逆势走高 山西汾酒领涨,16,媒体新闻,t,1
山西汾酒,山西汾酒成为另一大亮点企业,17,媒体新闻,c,1
山西汾酒,山西汾酒2017 年第一季度报告显示，实现营收同比增长48.92%;实现净利润同比增长58.70%，一季度白酒上市营收增幅冠军当之无愧,17,媒体新闻,c,1
山西汾酒,　　次高端市场获利盘较多，应该抓住回调机会继续加仓，龙头公司包括水井坊、沱牌舍得、山西汾酒、口子窖，全国布局进行中，我们坚持认为这些公司将成为行业在200~1000 元市场的新龙头,18,媒体新闻,c,1
山西汾酒,　　估值与建议　　新一轮白酒品牌消费升级不是集体的涨价和轻松布局放量，而是通过优秀产品力去全国化深度占有消费者，重点推荐贵州茅台、口子窖、山西汾酒、水井坊、沱牌舍得,18,媒体新闻,c,1
山西汾酒,"9437823872488500_a580xH.png"" >值得注意的是，有5家公司一季度归属于母公司股东的净利润已经超过2016年全年净利润水平的50%，显示出公司白酒产品盈利能力的强劲增长，其中，山西汾酒（600809.SH）一季度净利润水平已经达到2016年全年的77.29%，五粮液的这一比例也达到了52.96%，金徽酒（603919.SH）、今世缘（603369.SH）和沱牌舍得分别为51",19,媒体新闻,c,1
山西汾酒,"<IMAGE SRC=""http://www.jiemian.com/img1.jiemian.com/101/original/20170510/14943782303610700_a580xH.png"" >作为清香型白酒的鼻祖，山西汾酒2017年第一季度实现营业收入21.81亿元，同比增长48%；归属于母公司股东的净利润4.68亿元，同比增长59%",19,媒体新闻,c,1
山西汾酒,"<IMAGE SRC=""http://www.jiemian.com/img1.jiemian.com/101/original/20170510/14943780555862000.jpg"" >中高端酒快速增长是山西汾酒一季度业绩大幅增长的主要原因，数据显示公司中高价酒收入14.41亿元，王牌产品青花和老白汾销售快速增长，2016年收入占比为63.75%，一季度提升为66.41%",19,媒体新闻,c,1
山西汾酒,除了巩固自身省内龙头地位之外，山西汾酒还通过邀请省外优秀经销商参股共同组建运营公司的方式来实现省外的扩张，目前已取得良好效果，为解决白酒区域性特点造成的“天花板”问题奠定了基础,19,媒体新闻,c,1
山西汾酒,"<IMAGE SRC=""http://img2.cf8.com.cn/upload/topic/3d67c1ceadd542a27dfcfb50d857f94f/201705/origin_1494208452390823.jpeg"" >山西汾酒发布2017年一季报，报告期内实现营收21.81亿元，同比增长48.29%；归属于上市公司股东的净利润4.68亿元，同比增长58.70%",20,媒体新闻,c,1
山西汾酒,  华泰证券指出，A股资金“抱团取暖”的特征将持续，建议配置可受益于行业集中度提升且行业景气度向上的大市值龙头企业股，根据这一思路，周期行业可关注长江电力、东方雨虹等，消费行业可关注老板电器、山西汾酒、白云山等；国泰君安家电团队最新指出，可看好家电行业二季度的业绩表现，配置上建议优选龙头,21,媒体新闻,c,1
山西汾酒,华泰证券指出，A股资金“抱团取暖”的特征将持续，建议配置可受益于行业集中度提升且行业景气度向上的大市值龙头企业股，根据这一思路，周期行业可关注长江电力、东方雨虹等，消费行业可关注老板电器、山西汾酒、白云山等,22,媒体新闻,c,1
山西汾酒,我们将从三个维度梳理国改的投资机会： 1）受益于资产证券化提高：通过集团公司的“主营业务、资产、负债率、营收、利润”作为指标，筛选出集团内有望注入上市平台的优质资产，建议关注：通宝能源、潞安环能、阳煤化工、大同煤业、山西汾酒,23,媒体新闻,c,1
山西汾酒,结合细分行业来看，白酒2017Q1净利润同比增速22.56%，沱牌舍得和山西汾酒增速居前，分别为235.39%和60.80%,24,媒体新闻,c,1
山西汾酒,另外，山西汾酒上市以来分红金额为32.22亿元，沱牌舍得4.72亿元，古井贡酒15.61亿元,25,媒体新闻,c,1
山西汾酒,亿元，分红占净利润的比重为31.54%；洋河股份上市以来的净利润合计为356.96亿元，分红占净利润的比重为40.63%；泸州老窖上市以来的净利润为227.77亿元，分红占净利润的比重为65.52%；山西汾酒上市以来的净利润为68.36亿元，分红占净利润的比重为47.13%；古井贡酒上市以来的净利润为51.18亿元，分红占净利润的比重为30.5%；今世缘上市以来的净利润为39.76亿元，分红占净利,25,媒体新闻,c,1
山西汾酒,另外，山西汾酒上市以来分红金额为32.22亿元，沱牌舍得4.72亿元，古井贡酒15.61亿元,26,媒体新闻,c,1
山西汾酒,亿元，分红占净利润的比重为31.54%；洋河股份上市以来的净利润合计为356.96亿元，分红占净利润的比重为40.63%；泸州老窖上市以来的净利润为227.77亿元，分红占净利润的比重为65.52%；山西汾酒上市以来的净利润为68.36亿元，分红占净利润的比重为47.13%；古井贡酒上市以来的净利润为51.18亿元，分红占净利润的比重为30.5%；今世缘上市以来的净利润为39.76亿元，分红占净利,26,媒体新闻,c,1
山西汾酒,另外，山西汾酒(行情600809，买入)上市以来分红金额为32.22亿元，沱牌舍得(行情600702，买入)4.72亿元，古井贡酒(行情000596，买入)15.61亿元,27,媒体新闻,c,1
山西汾酒,亿元，分红占净利润的比重为31.54%；洋河股份上市以来的净利润合计为356.96亿元，分红占净利润的比重为40.63%；泸州老窖上市以来的净利润为227.77亿元，分红占净利润的比重为65.52%；山西汾酒上市以来的净利润为68.36亿元，分红占净利润的比重为47.13%；古井贡酒上市以来的净利润为51.18亿元，分红占净利润的比重为30.5%；今世缘上市以来的净利润为39.76亿元，分红占净利,27,媒体新闻,c,1
山西汾酒,山西汾酒（600809.SH）等企业年报中也体现了相同的情形，根据今山西汾酒2016年年度报告，公司2016年度中高端产品营业收入增长45.22%，于此同时，中低端白酒营业收入同比减少超过80%,28,媒体新闻,c,1
山西汾酒,    2016年以来，随着茅台和五粮液不断调高核心产品价格，洋河股份、山西汾酒等都在持续跟进,28,媒体新闻,c,1
山西汾酒,2017年至今仅仅4个月，沱牌舍得、洋河股份和山西汾酒就都对其核心产品都进行了涨价,28,媒体新闻,c,1
山西汾酒,沱牌舍得52度舍得酒全渠道统一每盒提价20元，洋河股份旗下蓝色经典系列、山西汾酒旗下头锅原浆汾酒也纷纷涨价,28,媒体新闻,c,1
山西汾酒,还是因为想到了驰名中外的山西汾酒,29,媒体新闻,c,1
山西汾酒,　　    到过山西汾酒厂参观的人，会听到汾酒博物馆的导游员经常说这样一句话：“汾酒是清香风骨，贵族工艺”,29,媒体新闻,c,1
山西汾酒,　　    第一个原因，与山西汾酒“我家祖上曾经富过”直接有关,29,媒体新闻,c,1
山西汾酒,民国期间，山西汾酒已经成为“国酒”漂洋过海，全国学习汾酒工艺的生产大潮势不可挡，汾酒成为中国白酒业第一家上市公司，股票飘升,29,媒体新闻,c,1
山西汾酒,02285，股吧）、华业资本（600240，股吧）、泛海控股（000046，股吧）等；食品饮料行业中主要减持的个股集中在白酒行业，比如：泸州老窖（000568，股吧）、古越龙山（600059，股吧）、山西汾酒（600809，股吧）、双汇发展（000895，股吧）等,30,媒体新闻,c,1
山西汾酒,维度梳理国改的投资机会： 1)受益于资产证券化提高：通过集团公司的主营业务，资产，负债率，营收，利润作为指标，筛选出集团内有望注入上市平台的优质资产，建议关注：通宝能源，潞安环能，阳煤化工，大同煤业，山西汾酒,31,媒体新闻,c,1
山西汾酒,规模以上区域型白酒企业业绩增长稳定，古井贡酒、顺鑫农业、山西汾酒、迎驾贡酒、口子窖、今世缘、老白干营收处于20亿-60亿元之间，部分区域性酒企业绩表现仍然疲软,32,媒体新闻,c,1
山西汾酒,未来可继续关注的优质个股有：泸州老窖、贵州茅台、山西汾酒、格力电器、美的集团、海信科龙、老板电器、苏泊尔、新宝股份、喜临门、好莱客、索菲亚等等,33,媒体新闻,c,1
山西汾酒,证券时报网（www.stcn.com）05月02日讯近日，由于水井坊、酒鬼酒等企业一季报业绩不达预期，导致市场预期出现松动，影响到贵州茅台、五粮液、山西汾酒等一季报利润增长均超预期的个股也受拖累,34,媒体新闻,c,1
山西汾酒,届时，贵州茅台仍是龙头，像五粮液、洋河股份、泸州老窖、古井贡酒、山西汾酒等这类有业绩、有增长、估值合理、股价在12年高点附近的个股仍是重点,34,媒体新闻,c,1
山西汾酒,　　事件：4月27日晚，山西汾酒（600809）公布了2016年年报和2017年一季报,35,媒体新闻,c,1
山西汾酒,一季度，山西汾酒应收票据同比增长44.30%，带动营收快速增长48.29%，为实现全年目标奠定了良好的基础,35,媒体新闻,c,1
