keywords,sentence,article_no,source,title or content
青岛海尔,"W3BDvPuhMKIG6O8jxoMa46PmAiaTKQjNdNsfzibLw/0?wx_fmt=gif"" >　　本文首发于2017年7月18日《中国战略新兴产业》　　栏目主持：卜文娟、徐晨曦　　青岛海尔收购PML　　6月20日，青岛海尔发布公告称，将以约3.31亿元现金收购斐雪派克电器有限公司（FPA）所持斐雪派克生产设备有限公司（PML）100%股权，打造海尔智能制造新产业",0,微信,c,1
青岛海尔,　　关于上市公司收购PML的原因，青岛海尔方面表示，是履行控股股东海尔集团2011曾做出的5年内解决同业竞争、减少关联交易的承诺；是为了发展智能装备业务，打造具有自主研发能力和行业领先性的智能装备平台，成为全球智能装备整体解决方案的引领者；同时，也是为了进一步巩固及扩大青岛海尔在智能制造领域的优势，促进COSMOPlat-智能制造的数字化平台的建设与实施,0,微信,c,1
青岛海尔,"x39QtaLuvmm7Br8iaZibyNicVYoqYF6WWmrb6B279abpWaJtdvLSZicXXYJJR084YWQ6m2ew9Q/0?wx_fmt=jpeg"" >　　制作：艾丽　　青岛海尔收购PML Verizon完成收购雅虎交易 | 并购资讯",0,微信,c,1
青岛海尔,青岛海尔收购PMLVerizon完成收购雅虎交易|并购资讯,0,微信,t,1
青岛海尔,就鲁股而言，海信电器（600060）、华鲁恒升（600426）等都已实施过股权激励，青岛海尔（600690）等更是进行过多期激励,1,微信,c,1
青岛海尔,如青岛海尔（600690）自2009年启动股权激励以来，公司业绩稳步上涨，2009年归属于母公司的净利润为11.49亿元，至2016年，公司净利润已经达到50.37亿元,1,微信,c,1
青岛海尔,歌尔股份未达标终止实施，青岛海尔借力业绩上涨,1,微信,c,1
青岛海尔,上市鲁企实施股权激励成色几何？歌尔股份未达标终止实施，青岛海尔借力业绩上涨,1,微信,t,1
青岛海尔,　　【研报精选】：1、清新环境:收购博惠通拓展非电领域，烟气治理步入新阶段；2、青岛海尔：GEA并表增厚业绩，盈利能力稳步增长,2,微信,c,1
青岛海尔,"　　<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz/p6Vlqvia1UicwutDySibyelGvCLgZbgURlkb29bp6eZrKmZKGWKIWJzCs3V3RJmZhjq37ugO4dz9Wxgh2WK5kMXdQ/0?wx_fmt=gif"" >　　研报精选：　　1、青岛海尔（600690）：GEA 并表增厚业绩，盈利能力稳步增长 ",2,微信,c,1
青岛海尔,"ZAicuYMjABA7hKOxIGIDKicwXsSon8Dic0QRWbq2pRQ/0?wx_fmt=jpeg"" >　　【研报精选】：1、清新环境:收购博惠通拓展非电领域，烟气治理步入新阶段；2、青岛海尔：GEA 并表增厚业绩，盈利能力稳步增长",2,微信,c,1
青岛海尔,【研报精选】：1、清新环境:收购博惠通拓展非电领域，烟气治理步入新阶段；2、青岛海尔：GEA并表增厚业绩，盈利能力稳步增长。,2,微信,t,1
青岛海尔,　　【研报精选】青岛海尔（股票代码：600690）　　资料整理人：李宇鹏（安信证券投资顾问  执业证书号：S1450611100020 ）　　结论与建议: 公司业绩 : 公司发布 2016 年报及 2017 年一季报,3,微信,c,1
青岛海尔,【研报精选】青岛海尔（股票代码：600690）,3,微信,t,1
青岛海尔,青岛海尔600690  时间20170313公司是中国品牌家电的先趋，产业链齐全，国际影响力大,4,微信,c,1
青岛海尔,　　招商家电·纪敏/吴昊：青岛海尔（600690）—解析GEA并购的积极效应,5,微信,c,1
青岛海尔,招商家电·纪敏/吴昊：青岛海尔（600690）—解析GEA并购的积极效应,5,微信,t,1
青岛海尔,"　　【泛家居快讯】中国家居遭烽火研究狙击现已停牌|青岛海尔拟收购PML|制造企业绿色供应链管理国标发布<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz/cFhJV7uwOp2pdTt7CzTTrtPWuUAcVmxKobq",6,微信,c,1
青岛海尔,　　海尔：6月20日，青岛海尔发布公告，拟向斐雪派克以支付现金方式购买其持有的斐雪派克生产设备有限公司(简称PML公司)100%股权,6,微信,c,1
青岛海尔,【泛家居快讯】中国家居遭烽火研究狙击现已停牌|青岛海尔拟收购PML|制造企业绿色供应链管理国标发布,6,微信,t,1
青岛海尔,6月20日晚，青岛海尔发布公告称， 将以约3.31亿元现金收购Fisher&Paykel Appliances Limited（即斐雪派克电器有限公司，简称FPA）所持Fisher &Paykel Production Machinery Limited（即斐雪派克生产设备有限公司，简称PML）100%股权，打造海尔智能制造新产业,7,微信,c,1
青岛海尔,　　关于上市公司收购PML的原因，青岛海尔方面表示，是为了解决与海尔集团的同业竞争及关联交易承诺；是为了发展智能装备业务，打造具有自主研发能力和行业领先性的智能装备平台，成为全球智能装备整体解决方案的引领者,7,微信,c,1
青岛海尔,同时，也是为了进一步巩固及扩大青岛海尔在智能制造领域的优势，促进COSMOPlat-智能制造的数字化平台的建设与实施,7,微信,c,1
青岛海尔,　　据中国商报记者了解，2011年海尔集团曾承诺将青岛海尔作为旗下家电业务整合平台，自2011年起，在五年内拟通过资产注入、股权重组等多种方式支持青岛海尔解决同业竞争、减少关联交易，其中减少关联交易层面，海尔集团表示将会对青岛海尔注入家电上游资产和业务，促进青岛海尔上下游产业一体化发展,7,微信,c,1
青岛海尔,　　而从PML自身业务来看，收购PML对青岛海尔具有战略性意义,7,微信,c,1
青岛海尔,公告显示，FPA为青岛海尔母公司青岛集团下属境外子公司，为新西兰国宝级品牌，主营厨房电器，于2012年被海尔集团全资并购,7,微信,c,1
青岛海尔,收购PML，无疑将进一步增强青岛海尔的智能制造能力,7,微信,c,1
青岛海尔,　　该公告发布次日，6月21日，青岛海尔股价收于每股14.65元，涨幅为4.94%,7,微信,c,1
青岛海尔,"　　<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz_png/H4UNJNvc8LibBw1YkHxuF4qwPPlYZhBJNWpll0Bm6Q0DU8QFkzG67t0icWOcAU3JhDsPpJLvS6ae3uqSgEnJMPng/0?wx_fmt=png"" >　　青岛海尔收购PML 又一家家电企业发力智能制造",7,微信,c,1
青岛海尔,青岛海尔收购PML又一家家电企业发力智能制造,7,微信,t,1
青岛海尔,　　为跟进落实第十七届中国风险投资论坛交流成果，7月19日至20日，广州市科技创新委员会主任王桂林、副主任詹徳村，南沙区常务副区长董可，南沙开发区金融局、工科信局相关负责人等7人赴青岛海尔(金控)集团考察调研，推动海尔(金控)集团与广州建立长期稳定共赢的战略合作关系,8,微信,c,1
青岛海尔,"redNNzx4mUKDiaQQ4g4XoD6RI4z1xyKNYOLtTmgibGslWQrnQicKEvZQ6YdDvpn9yFQ/0?wx_fmt=jpeg"" >　　【工作动态】王桂林主任带队赴青岛海尔(金控)集团调研推动该集团与广州开展深度合作",8,微信,c,1
青岛海尔,【工作动态】王桂林主任带队赴青岛海尔(金控)集团调研推动该集团与广州开展深度合作,8,微信,t,1
青岛海尔,　　晨报重点推荐：金牌厨柜、信义玻璃 一般推荐：青岛海尔等　　重点推荐：1、宏观团队认为，美国医改投票再度推迟，欧洲央行释放鹰派信号；国内经济有韧性，未来不悲观,9,微信,c,1
青岛海尔,一般推荐：5、家电团队推荐青岛海尔（600690），协同效应和规模优势将逐步发挥并推动业绩增长，目标价18.15元,9,微信,c,1
