keywords,sentence,article_no,source,title or content
吉祥航空,　　7月13日，中国建设银行联合上海吉祥航空股份有限公司共同举行了龙卡吉祥航空信用卡上市发布会，又一款服务商旅客群的航空类联名信用卡产品诞生,0,媒体新闻,c,1
吉祥航空,建设银行为吉祥会员以及广大商旅客户提供定制化金融服务，携手吉祥航空，共同构建航空-旅游-金融生态圈,0,媒体新闻,c,1
吉祥航空,建行吉祥航空合推信用卡,0,媒体新闻,t,1
吉祥航空,"<IMAGE SRC=""http://i3.hexun.com/2017-07-21/190137748.png"" >上海古祥航空股份有限公司　　和讯股票消息吉祥航空(603885，股吧)7月20日晚间发布公告称，上海古祥航空股份有限公司（以下简称“公司”）于2017年7月20日召开了第三届董事会笫一次会议，审议并通过了《任公司高级管理人员的亊项，根据中国",1,媒体新闻,c,1
吉祥航空,　　吉祥航空公告赵宏亮先生简历：　　赵宏亮，男，1963年出生，中国国籍，无境外居留权，政治经济学硕士，毕业于华中师范大学，曾任民航西安管理局审计员，中国西北航空公司审计员，深圳航空公司财务部副经理、财务结算中心经理、商务部经理、总裁助理，现任上海吉祥航空股份有限公司董事、总裁,1,媒体新闻,c,1
吉祥航空,赵宏亮先生同时兼任九元航空有限公司董事，上海吉祥航空服务有限公司执行董事，上海吉祥航空香港有限公司执行董事,1,媒体新闻,c,1
吉祥航空,吉祥航空聘任赵宏亮为总裁 兼任九元航空董事,1,媒体新闻,t,1
吉祥航空,"<IMAGE SRC=""http://i3.hexun.com/2017-07-18/190096579.png"" >上海吉祥航空股份有限公司　　和讯股票（微信号：istocknews）消息 吉祥航空7月18日晚间公告，公司于2017年7月17日召开公司2017年第一次职工代表大会，经与会职工代表认真审议，会议同意选举朱",2,媒体新闻,c,1
吉祥航空,现任吉祥航空综合管理部总经理、公司职工监事,2,媒体新闻,c,1
吉祥航空,吉祥航空选举朱红燕为职工监事 现任综合管理部总经理,2,媒体新闻,t,1
吉祥航空,"<IMAGE SRC=""http://n.sinaimg.cn/finance/transform/20170718/sFop-fyiavtw0284325.jpg"" >　　“儿童逃票登机”事件同机乘客：吉祥航空表示愿意赔偿200元　　来源：法制晚报 张婷　　法制晚报·看法新闻消息，7月16日，北京首都机场发生“乘客逃票登机”事件",3,媒体新闻,c,1
吉祥航空,今日（7月18日）下午，记者联系到同一航班HO1252的乘客宋先生，对方表示，中午时分收到吉祥航空方面电话，表示由于计划性延误，将对航班上所有受影响乘客赔偿200元,3,媒体新闻,c,1
吉祥航空,儿童逃票事件同机乘客：吉祥航空表示将赔偿200元,3,媒体新闻,t,1
吉祥航空,"<IMAGE SRC=""http://e.thsi.cn/img/ad348a3239d969e5"" >　　本报讯 近日，中国建设银行（601939）联合上海吉祥航空（603885）股份有限公司举行了龙卡吉祥航空信用卡上市发布会，标志着该行又一款服务商旅客群的航空类联名信用卡产品诞生",5,媒体新闻,c,1
吉祥航空,　　在吉祥龙卡上市发布会上，中国建设银行信用卡中心魏春旗总经理、中国建设银行上海市分行行长段超良、上海均瑶(集团)有限公司总裁王均豪、上海吉祥航空有限公司总裁赵宏亮、银联上海分公司总经理耿静良、VISA中国区副总裁侯雪铭共同为吉祥龙卡揭卡,5,媒体新闻,c,1
吉祥航空,建设银行为吉祥会员以及广大商旅客户提供定制化金融服务，建立全渠道全触点的营销模式，关注客户消费的决策链条，提高金融服务的覆盖率、可得性和满意度，携手吉祥航空，共同构建航空—旅游—金融生态圈,5,媒体新闻,c,1
吉祥航空,龙凤呈祥如意随行 建行与吉祥航空联合推出龙卡吉祥航空信用卡,5,媒体新闻,t,1
吉祥航空,    晨报讯　建设银行近日联合吉祥航空合作推出了龙卡吉祥航空信用卡，标志着该行又一款服务商旅客群的航空类联名信用卡产品的诞生,6,媒体新闻,c,1
吉祥航空,　　据了解，吉祥龙卡是业内首张提供专属机票优惠的航空联名信用卡，该卡在吉祥航空官网上购买机票时，可以享受折上折,6,媒体新闻,c,1
吉祥航空,建行推龙卡吉祥航空信用卡,6,媒体新闻,t,1
吉祥航空,　　吉祥航空客座率表现稳定 估值具有吸引力　　六月份客座率表现稳定，股本增发稀释股价，估值具有吸引力,7,媒体新闻,c,1
吉祥航空,　　吉祥航空发布六月生产数据公告，当月客座率（PLF）同比增加1.5个百分点，5月为1.2个百分点，整个二季度为0.7个百分点，整体表现稳定,7,媒体新闻,c,1
吉祥航空,根据上年度权益分派实施公告，吉祥航空每10股转增4股股份，总股本增至18亿，股价稀释25%,7,媒体新闻,c,1
吉祥航空,　　根据外媒综合指数，预计2017年人民币兑美元升值0.53%，至人民币6.9元兑1美元（之前预测为人民币7.2元兑1美元），使得吉祥航空2017年的汇兑损益由负转正，2017-2019年的燃油预期成本相应下降，净利润分别对应提升3.8%、5.9%、5.6%至15亿元、18亿元和24.1亿元,7,媒体新闻,c,1
吉祥航空,　　吉祥航空于6月7日公布2016年度权益分派实施公告，A 股每股现金含税红利为0.25元，并每股转增股份0.4股，除权日为6月13日，使得总股本增至18亿，其中非流通股为12.6亿，占比70%，流通股为5.4亿,7,媒体新闻,c,1
吉祥航空,基于：1）吉祥航空的双品牌运营战略：即母公司专注一线市场，子公司兼顾低成本;2）人民币升值趋势，利好汇兑、油价;3）雨季结束、暑运高峰到来，我们认为吉祥航空基本面值得期待,7,媒体新闻,c,1
吉祥航空,维持对吉祥航空的“增持”评级,7,媒体新闻,c,1
吉祥航空,吉祥航空客座率表现稳定 估值具有吸引力,7,媒体新闻,t,1
吉祥航空,　　本网讯 记者马翠莲报道 日前，建设银行(行情601939，诊股)联合上海吉祥航空(行情603885，诊股)共同推出龙卡吉祥航空信用卡，标志着该行又一款服务商旅客群的航空类联名信用卡产品诞生,8,媒体新闻,c,1
吉祥航空,　　建行信用卡中心总经理魏春旗、建行上海市分行行长段超良、上海均瑶（集团）有限公司总裁王均豪、上海吉祥航空有限公司总裁赵宏亮等共同为吉祥龙卡揭卡,8,媒体新闻,c,1
吉祥航空,龙卡吉祥航空信用卡在沪首发,8,媒体新闻,t,1
吉祥航空,　　5月23日，吉祥航空（603885）宣布正式加入星空联盟旗下“优连伙伴”计划，成为全球第一家加入该计划的成员,10,媒体新闻,c,1
