keywords,sentence,article_no,source,title or content
陆家嘴,　　公司持有陆家嘴区域办公物业、商铺物业接近400万方，占陆家嘴全部商业物业约30%，租金收入未来三至五年超50亿元无忧，新获苏州大量土储，持续受益集团资产证券化率的提升，“以房地产为核心，以金融和商业零售为两翼，以陆家嘴、天津、苏州为三城”发展格局正在逐步形成,0,媒体新闻,c,1
陆家嘴,预计17-19年营业收入为154、183、208亿元；17-19年最新摊薄EPS0.97、1.24、1.41元，对应当前股价PE26、20、18倍，6个月目标价30元，对应17年PE31倍，长期看好陆家嘴区域优质商业地产增值潜力及租赁收入的稳步提升以及国改加速带动新的优质资产注入，维持“强烈推荐”评级,0,媒体新闻,c,1
陆家嘴,2016年底，公司实施完成现金收购陆家嘴集团、上海前滩国际商务区投资集团限合计持有的陆金发88.20%股权的重大资产重组，获得了爱建证券、陆家嘴国际信托和陆家嘴国泰人寿3家金融机构的实际控制权，形成“证券+信托+保险+股权投资”业务格局，在“国企改革”与“跨界融合”中实现“地产+金融”双联动,2,媒体新闻,c,1
陆家嘴,　　5月9日，陆家嘴又完成了85亿收购苏州绿岸95%股权的重大资产重组，成功竞得苏州绿岸项目17块国有土地，为公司未来的发展提供了极有价值的土地与项目储备,2,媒体新闻,c,1
陆家嘴,以房地产为核心，以金融和商业零售为两翼，逐渐形成以陆家嘴、天津、苏州为三城的“一核两翼三城”发展格局正在逐步形成,2,媒体新闻,c,1
陆家嘴,公司不仅在陆家嘴核心区域拥有大量高端优质经营物业，地理位置优越、建筑品质卓越，布局办公、商铺、酒店、会展等，并且将发展的触角也延伸到了上海前滩国际商务区、天津以及苏州，为公司的长期稳健经营打下了坚实的基础,2,媒体新闻,c,1
陆家嘴,　　结论：　　公司作为陆家嘴金融核心区办公物业最大业主，持有大量优质商业地产，公司资产增值潜力无限,2,媒体新闻,c,1
陆家嘴,重大资产重组标的接连为公司增加“金融”元素和“地产”元素，落实“地产+金融”战略，“以房地产为核心，以金融和商业零售为两翼，以陆家嘴、天津、苏州为三城”的“一核两翼三城”发展格局正在逐步形成,2,媒体新闻,c,1
陆家嘴,　　■本报记者 张淑贤　　在对区域内互联网资管、私募基金、P2P网贷等新兴金融机构排摸基础上，记者获悉，上海自贸区陆家嘴管理局搭建了“陆家嘴金融风险防范系统”，开发“企业信用大数据监测平台”，实时监控企业的动向，同时倡议创设“陆家嘴楼宇公约”，从源头把控、事中监测到事后处置等方面对楼宇金融风险防范提出操作流程，构建起了“企业-楼宇-协会-监管部门”四级网络，牢牢扎紧金融风险防控篱笆,3,媒体新闻,c,1
陆家嘴,记者了解到，已暴露出风险的企业尽管没有在陆家嘴注册，但也不同程度地波及到陆家嘴的商办楼宇，包括因资金链断裂突然跑路被相关部门查封造成长时间空置、出现群访事件严重损害楼宇品质等,3,媒体新闻,c,1
