keywords,sentence,article_no,source,title or content
电子城,位于朝阳区酒仙桥地区的地标性建筑电子城国际电子总部二期写字楼推介会于8月1日隆重举行，本次推介会吸引了五大行及各大代理机构、经纪人的广泛关注、参与，与会人员多达两百余人，现场热烈非凡,0,媒体新闻,c,1
电子城,北京电子城有限责任公司常务副总经理纪宁致辞，对各大代理行精英及嘉宾的到来表示热烈的欢迎，同时向长期以来支持电子城的各界朋友表示衷心感谢，并希望借国际电子总部二期正式进入市场的良机，与各代理机构加强合作，实现共赢,0,媒体新闻,c,1
电子城,“电子城·国际电子总部二期”位于朝阳区酒仙桥核心区域——中关村朝阳园、研发创新聚集区，毗邻望京，与国贸CBD遥相呼应，并与“丽都、亚奥、燕莎”商圈及798艺术区、751时尚设计广场形成黄金聚合之势,0,媒体新闻,c,1
电子城,现场结束后，经纪人乘坐电子城园区专车抵达国电项目进行实地参观，直观感受将于9月竣工的国际电子总部项目，并于驻场代表进行深度交流,0,媒体新闻,c,1
电子城,电子城.国际电子总部二期写字楼全球招商正式启动,0,媒体新闻,t,1
电子城,本次以“共享发展机遇 共创科技未来”为主旨的论坛由昆明市人民政府、云南滇中新区管理委员会、电子城集团主办，中关村电子城（昆明）科技产业园开发建设有限公司、VR网承办，中国电子商务协会虚拟现实专业委员会协办,1,媒体新闻,c,1
电子城,　　昆明市委副书记、滇中新区管委会主任何刚代表云南滇中新区党工委、管委会发表致辞，何刚主任表示，举办昆明虚拟现实硬件发展论坛是昆明市和滇中新区贯彻落实云南省委、省政府关于推进重点产业发展决策部署的实际行动，标志着中关村电子城科技产业园建设迈出了新的步伐,1,媒体新闻,c,1
电子城,　　昆明市和滇中新区高度重视包括虚拟现实产业在内的信息产业发展，规划了包括中关村电子城（昆明）科技产业园、昆明呈贡信息产业园、小哨国际科技创新城、临空电子信息产业园、云南滇中科技创新园等在内的重点园区，大力发展电子信息产业,1,媒体新闻,c,1
电子城,"<IMAGE SRC=""http://www.djeconomic.com/UploadFiles/UEditor/20170726032749674.png"" >　　（电子城集团副董事长、总裁、中关村科技园区电子城科技园管委会副主任龚晓青）　　电子城集团副董事长、总裁、中关村科技园区电子城科技园管委会副主任龚晓青向与会嘉宾介绍道，电子城集团是国内领先的“高科技创新产",1,媒体新闻,c,1
电子城,中关村电子城（昆明）科技产业园开发建设有限公司作为电子城集团的全资子公司，是电子城集团面向西南地区的重要战略布局,1,媒体新闻,c,1
电子城,公司开发运营的中关村电子城（昆明）科技产业园位于云南滇中新区空港经济区，定位为面向东盟及南亚的集现代高科技产业、高端制造、研发、科技服务及综合配套为一体的“互联网+”智能科技园区，将重点打造现代高端制造、现代科技服务、生命健康装备、临空关联产业等“四大板块”,1,媒体新闻,c,1
电子城,欢迎各地的虚拟现实行业企业进驻中关村电子城（昆明）科技产业园,1,媒体新闻,c,1
电子城,"目执行总指挥王辉）　　<IMAGE SRC=""http://www.djeconomic.com/UploadFiles/UEditor/20170726033045408.png"" > 　　（中关村电子城（昆明）科技产业园开发建设有限公司总经理宪宏伟）　　在主题演讲环节，中兴通讯股份有限公司大视频产品总监徐辉、北京身临其境文化股份有限公司CEO董登岳、北京轻威科技有限责任公司CEO郭伟、重庆虚拟",1,媒体新闻,c,1
电子城,电子城集团携手云南滇中新区 打造虚拟现实产业新高地,1,媒体新闻,t,1
电子城,"<IMAGE SRC=""http://e.thsi.cn/img/a6af90201c4058f"" >　　近日，由电子城（600658）天津公司倡导的”2017第二届赛达新兴产业园企业高层交流会“在西青赛达新兴产业园楼宇党群服务站举行",2,媒体新闻,c,1
电子城,会上，电子城天津公司正式对外宣布“魔方”开园在即，将启动“电子城共享定制班车”服务，分享了电子城智慧园区智能立体出行方案，并就如何搭建产业园区互联互动的智能交通网络与在场的二三十余家企业代表进行了深入的交流探讨,2,媒体新闻,c,1
电子城,"，<IMAGE SRC=""http://comment.10jqka.com.cn/sourcepic/12/tefX07PHvK/NxQtsaytsay.png"" >于今年5月与“哈罗同行”签署了“电子城科技、创新园区智能出行运营平台”战略合作协议",2,媒体新闻,c,1
电子城,"“电子城.天津魔方”作为<IMAGE SRC=""http://comment.10jqka.com.cn/sourcepic/12/tefX07PHvK/NxQtsaytsay.png"" >京外首个高科技产业园项目，遵循“绿色出行、智慧出行、快乐出行”的发展理念，将率先启动共享班车服务，解决产业园区职工出行问题，并积极发展员工通勤服务、园区短途个性化出行和商务个性化出行",2,媒体新闻,c,1
电子城,"<IMAGE SRC=""http://e.thsi.cn/img/5ce17fa69fca5235"" >　　在交流会上，电子城围绕开发区目前突出的交通问题，提出了优质的解决方案：针对园区所处区位存在地铁换乘距离过远、公交线路少、没有直达公交等痛点，电子城将打造共享定制班车产品，通过线路定制、线上选座、实时定位等智能服务",2,媒体新闻,c,1
