keywords,sentence,article_no,source,title or content
长白山,长白山池北区至北景区7月1日起限行  本报讯（东亚经贸新闻记者 毕成功） 长白山管委会近日作出决定，每年旅游高峰期，对国道G331望云桥处至北景区新山门处和省道S509和平营子处至北景区老山门处（以下称限行公路）实行部分机动车辆限制通行措施,0,媒体新闻,c,1
长白山,三是允许驶入限行公路车辆类型：负责摆渡接驳车辆；长白山旅游股份有限公司所属大、中巴等营运车辆及其它工作车辆；消防、执法、应急等工作车辆；有关施工工程车辆；二道白河镇、白河林业局及周边林场、宾馆、村庄的工作车辆及有关单位、个人的生产、生活车辆；在限行公路两侧景点、宾馆住宿游览的自驾游客车辆；各种旅游包车（18及以上客座）、出租车；其它确需驶入限行公路的车辆,0,媒体新闻,c,1
长白山,四是限行时段游客入区由长白山旅游股份有限公司组织定点接驳运输服务,0,媒体新闻,c,1
长白山,  对此，长白山管委会为驶入二道白河的旅游车辆，专门在北景区游客售票换乘服务中心设置了四个停车场，为来自四面八方的游客提供服务,0,媒体新闻,c,1
长白山,"长白山池北区至北景区
7月1日起限行",0,媒体新闻,t,1
长白山,"<IMAGE SRC=""http://epaper.xxsb.com:80/"" >  6月16日，中国（广州）国际参茸滋补品暨中药饮片博览会在琶洲广交会展馆举行，来自北国吉林的享有“百草之王”美誉的“长白山人参”，也将在展会上精彩亮相",1,媒体新闻,c,1
长白山,  据介绍，广东省是人参等高端滋补品重要的销售区，也是“长白山人参”品牌建设推介的“主阵地”,1,媒体新闻,c,1
长白山,为进一步展现“长白山人参”品牌形象，加强吉粤两地的人参产业合作发展，广东省参茸协会与吉林省参业协会联合主办的2017“长白山人参”品牌推介会暨“长白山人参中国行”启动仪式将在今天下午盛大开启,1,媒体新闻,c,1
长白山,推介会将集中推介“长白山人参”品牌形象及“长白山人参”种植联盟，深入解读吉林参业发展招商政策,1,媒体新闻,c,1
长白山,同时，“长白山人参中国行”活动将以广州为起点，进而走向全国，闪耀世界,1,媒体新闻,c,1
长白山,  “长白山人参”在穗进行品牌推广期间，恰逢父亲节,1,媒体新闻,c,1
