keywords,sentence,article_no,source,title or content
跨境通,　　蓝海市场背景下，跨境通(002640，股吧)先发优势助力公司领跑行业： 在市场仍处于中早期阶段的背景下， 目前主要跨境电商公司均处于高速增长的阶段， 相互之间的竞争关系较弱， 跨境通在进入时间以及资本市场的先发优势助力公司领跑行业， B2C 各渠道销售规模排第一,0,媒体新闻,c,1
跨境通,跨境通：蓝海市场真龙头 长期高速增长,0,媒体新闻,t,1
跨境通,【深圳商报讯】（记者 傅盛宁）过去30天内，跨境通（002640）接受了107家机构调研，受关注度之高在整个市场少有,1,媒体新闻,c,1
跨境通,107家机构调研跨境通,1,媒体新闻,t,1
跨境通,　　并购重组/定增：跨境通现金6.27 亿元及15.93 元/股发行0.73 亿股收购优壹电商100%股权、发行股份募集不超6.6 亿元配套资金获证监会受理；维格娜丝收到证监会关于定增募资不超40 亿收购甜维你90%股权,2,媒体新闻,c,1
跨境通,5月6日，广东省珠宝玉石交易中心（以下简称广宝中心）在广州番禺大罗塘珠宝小镇隆重举行“锐意创新，携手前行——业务发布会”，全方位、多角度详细介绍保税看、保税拍（竞）、易通关、E展销、跨境通、Online批、寄售宝、闲货售、存活拍、宝钻会、厂商通、货联通、IP宝等13项最新交易与服务产品，吸引近百家珠宝行业协会及企业参会,3,媒体新闻,c,1
跨境通,优质销售渠道跨境通：通过大型跨境电商平台，在全球范围内为会员企业提供针对性的产品营销推广服务，同时提供配套的代理通关、外汇结算、跨境物流、境外仓存与展销等一系列服务,3,媒体新闻,c,1
跨境通,    除了煤企复苏这一大亮点外，2016年的山西板块还有两大亮点值得关注：    一是重组驱动带来的业绩改善，美锦能源、煤气化、振东制药、跨境通、山煤国际、当代东方、山西焦化等业绩能明显改善，显然离不开资本运作带来的积极影响，而这也是近几年山西板块上市公司屡试不爽的一大”法宝“,4,媒体新闻,c,1
跨境通,　　事件描述　　跨境通（002640）发布2017年一季度报告，报告期公司实现营业收入26.50亿元，同比增长50.72%；实现归母净利润1.59亿元，同比增长82.05%；EPS为0.11元/股,5,媒体新闻,c,1
跨境通,　　事件　　跨境通发布一季报，营业收入26.5亿，同增51%，净利润1.59亿，同增82%,6,媒体新闻,c,1
跨境通,　　进口业务方面，拟收购优壹电商，有望借助跨境通的市场声誉、业务资源、供应链体系及终端客户流量入口，实现在渠道、运营、营销等方面的潜力释放，达到双方互惠互赢的状态，业绩承诺16-19年分别为1亿、1.34亿、1.67亿、2.08亿,6,媒体新闻,c,1
跨境通, 6月28日，紫荆谷跨境通香港购上线发布会在上海茂悦大酒店隆重举行,8,媒体新闻,c,0
跨境通,会上，经纬集团副主席、紫荆谷跨境通董事长陈亨利先生宣布香港购平台即将在7月1日正式上线，面向广大的商户们,8,媒体新闻,c,0
跨境通,上海亚太示范电子口岸网络运行中心黄峰主任，海关总署厉力教授，经纬集团副主席、紫荆谷跨境通董事长陈亨利、香港中国商会上海办公室主任程筱琳女士、紫荆谷跨境通高级副总裁严海芸女士等出席发布会,8,媒体新闻,c,0
跨境通,        紫荆谷·跨境通是经纬集团旗下全资子公司，拥有海量商户的进口商品平台,8,媒体新闻,c,0
跨境通,紫荆谷跨境通承接着将世界各地的优质进口商品带给国内广大的消费者的使命,8,媒体新闻,c,0
跨境通,成立三年以来，紫荆谷跨境通为海外众多中小型贸易商、代理商、零售商提供了无限的商机，使国际贸易走向无国界贸易;对政府相关职能部门来说，跨境通平台提供了政策试点、电子商务构建的开放、多维、立体的多边经贸合作新模式，大大促进了多边资源的优化配置与企业间的互利共赢,8,媒体新闻,c,0
跨境通,        香港购的上线，是紫荆谷·跨境通发展历史上的一次重要里程碑，陈亨利董事长表示，在香港回归20周年之际，香港购平台的上线显得格外有意义,8,媒体新闻,c,0
跨境通,香港购平台是紫荆谷·跨境通全球馆计划的第一个落地平台，是紫荆谷·跨境通平台充分发挥集团优势的一次全新尝试，也是进一步推进“紫荆谷+”平台项目的一次实践,8,媒体新闻,c,0
跨境通,经纬集团特别重视紫荆谷·跨境通平台的建设，把紫荆谷·跨境通作为承载经纬集团新型国际贸易战略的主要平台，在香港购平台的建设上经纬集团将充分整合香港中国商会和紫荆谷的力量，把紫荆谷·跨境通打造成一个领先的正品跨境电商平台,8,媒体新闻,c,0
跨境通,在过去的三年，紫荆谷·跨境通取得了良好的成绩，最值得骄傲的是，平台一直保持零假货投诉记录，这在跨境电商行业是绝无仅有的,8,媒体新闻,c,0
跨境通,对于商户，紫荆谷·跨境通将充分发挥“紫荆谷+跨境通+智能社区”优势资源，为商户提供报关、报检、清关和最后一公里配送等全面的服务和支持,8,媒体新闻,c,0
跨境通,紫荆谷·跨境通也将在今年逐步启用自动流水线，为商户提供更具竞争力的通关速度，自动流水线上线后将实现自动核放通关，2-14小时内完成“一键秒清”的覆盖率将提升至99.5%,8,媒体新闻,c,0
跨境通,紫荆谷·跨境通香港购平台的上线，给众多香港商户提供了一个打开大陆市场的钥匙,8,媒体新闻,c,0
跨境通,香港回归20周年献礼，紫荆谷·跨境通香港购平台上线,8,媒体新闻,t,0
跨境通, 为推进国家战略，助力企业走出去，民生银行积极探索跨境金融模式创新，推进产品服务升级，昨天在杭举行“跨境通”系列产品推介会，全面展示了该行跨境金融的应用场景和优势,9,媒体新闻,c,0
跨境通,    民生银行着力打造的“跨境通”品牌是围绕客户国际化业务需求提供的跨境金融一站式综合服务方案，其产品涵盖：跨境融资、跨境现金管理、跨境E+、跨境联动、国际信贷五大产品体系；其中跨境融资能为企业跨境融资提供包括增信、避险、增值,9,媒体新闻,c,0
跨境通,    据悉，民生银行此次“跨境通”产品推介会安排了对杭州分行15家国际业务战略合作伙伴的授牌仪式，包括国贸集团、中策橡胶、恒逸、省建投、菜鸟网络、蚂蚁金服、连连银通、荣盛、华立、振石控股、嘉化能源、卫星控股、三江化工、长龙航空、红狮控股等企业,9,媒体新闻,c,0
跨境通,民生银行在杭成功举办 跨境通系列产品推荐会,9,媒体新闻,t,0
跨境通,    据介绍，本次直播节目是中国银行“中银尊享跨境通系列直播活动”的开篇之作，届时中国银行总行级跨境专家、纽约分行资深客户经理和新通教育留学总监三位嘉宾将做客直播间，与全国观众进行在线互动交流，提供全面的留学咨询服务,10,媒体新闻,c,0
跨境通,中国银行推出跨境通系列“中银直播间”,10,媒体新闻,t,0
跨境通,随着河南出国留学业务需求的逐年上升，工行河南省分行的“跨境通”出国金融服务解决方案，全力为中原地区客户的跨境需求提供便捷、高效的“一站式”金融服务,11,媒体新闻,c,0
跨境通,    工商银行河南省分行整合6大类60多项跨境个人金融产品，“跨境通”出国金融服务解决方案，其中针对出国留学客户的需求，在申请学校阶段、申请签证阶段、出境准备阶段和境外生活阶段，工行均有配套出国金融产品和服务，不仅满足留学生从留学筹备期到学成归国整个过程的所有需求，更能帮留学生降低成本、节省资金,11,媒体新闻,c,0
跨境通,工行“跨境通”金融 助力中原学子出国留学,11,媒体新闻,t,0
跨境通,凝智聚力同心同行    中国民生银行跨境金融助力“一带一路”对外贸易投资    暨“跨境通”产品推介会在苏州成功举办    7月13日下午，“民生跨境金融助力一带一路”对外贸易投资暨“跨境通”产品推介会，在苏州工业园区美丽的金鸡湖畔成功举办,12,媒体新闻,c,0
跨境通,    民生银行着力打造的“跨境通”系列产品，是围绕客户国际化业务需求提供的跨境金融一站式综合服务方案,12,媒体新闻,c,0
跨境通,“跨境通”涵盖：跨境融资、跨境现金管理、跨境E+、跨境联动、国际信贷五大产品体系，为客户提供全方位、定制化的跨境金融服务,12,媒体新闻,c,0
跨境通,会议最后，在全场200多人的共同见证下，中国民生银行苏州分行“跨境通”企业家俱乐部正式成立,12,媒体新闻,c,0
