keywords,sentence,article_no,source,title or content
中国国旅,　　事件：　　2017年8月4日，中国国旅发布半年度业绩预告，预计公司2017年上半年度实现营业收入125.7亿元/同比增长22.5%，实现归属于上市公司股东的净利润13.1亿元/同比增长18.26%,2,媒体新闻,c,1
中国国旅,　　■本报记者 刘斯会 　　　　8月5日，中国国旅发布2017年半年度业绩快报显示，报告期内，公司实现营业总收入 125.71 亿元，同比增长 22.50%，实现营业利润 19.17 亿元，同比增长 19.87%，实现归属于上市公司股东的净利润 13.09 亿元，同比增长 18.26%,3,媒体新闻,c,1
中国国旅,　　中国国民“买买买”的热情促使市场不断看好中国国旅,3,媒体新闻,c,1
中国国旅,"受益出境游持续火爆
中国国旅中期净利同比增长18.26%",3,媒体新闻,t,1
中国国旅,　　中国国旅(行情601888，诊股)发布业绩快报，上半年公司实现营业总收入125.71亿元，同比增长22.50%，实现归属于上市公司股东的净利润13.1亿元，同比增长18.26%，其中通过收购日上免税行（中国）有限公司增加报告期营业收入和归属于上市公司股东的净利润分别为13.62亿元和0.52亿元,4,媒体新闻,c,1
中国国旅,中国国旅：上半年净利增18.26%,4,媒体新闻,t,1
中国国旅,　　中证网讯 中国国旅（601888）7月10日晚间公告表示，公司全资子公司中国免税品（集团）有限责任公司下属中免—拉格代尔有限公司获得香港国际机场烟酒产品经营牌照,5,媒体新闻,c,1
中国国旅,中国国旅全资子公司获得香港国际机场烟酒产品经营牌照,5,媒体新闻,t,1
中国国旅,"s.com/attachment/images/201707/10/c977bcc5-424a-45cf-b100-ea35d10171c5.jpg.1"" >为抓紧粤港澳大湾区规划发展所释放的红利，由中国国旅（广东）国际旅行社股份有限公司、国旅（深圳）国际旅行社有限公司、澳门中国国际旅行社有限公司、中国国旅（香港）旅行社有限公司四家公司联合发起的“中国国旅粤港澳大湾区运营总部”，于7月5日在广州正",6,媒体新闻,c,1
中国国旅,据悉，该运营总部将以国旅广东公司、深圳公司、澳门公司、香港公司四家子公司为主体，形成一个高度集中的区域采购及营销系统，旨在基于区位特点及现有优势，通过互通有无、协同整合、优势互补、共采共销，逐步形成以分工协作为基础的区域一体化网络，进而打造整体优势，实现资源分享、市场领先，最终形成中国国旅在大湾区的核心产业竞争能力,6,媒体新闻,c,1
中国国旅,中国国旅股份公司副总裁、国旅总社董事长、中旅总社董事长于宁宁在大会上发表了讲话，她指出，粤港澳大湾区运营总部的成立，标志着国旅总社和中旅总社在南方区域协同发展战略进一步深化,6,媒体新闻,c,1
中国国旅,中国国旅粤港澳大湾区运营总部正式成立,6,媒体新闻,t,1
中国国旅,"<IMAGE SRC=""http://i9.hexun.com/2017-07-06/189924943.png"" >中国国旅子公司一经理挪用资金用于赌博 被判刑2年3个月　　和讯网消息 7月5日，广东省广州市越秀区人民法院公布戴某某职务侵占罪、挪用资金罪2016刑初538一审刑事判决书",7,媒体新闻,c,1
中国国旅,前中国国旅控股子公司中国国旅（广东）国际旅行社股份有限公司某部高级经理戴某犯挪用资金罪、职务侵占罪，被判处有期徒刑二年三个月，退赔被害单位经济损失,7,媒体新闻,c,1
