keywords,sentence,article_no,source,title or content
二三四五,二三四五：转型“内容导航”深挖用户价值,0,媒体新闻,t,1
二三四五,　　二三四五业绩大增+加码互联网金融 二三四五涨幅逾7%　　二三四五发布上半年业绩快报，营收10.7亿元，同比增长33%；净利4.5亿元，同比增长93%,1,媒体新闻,c,1
二三四五,公司相关负责人日前在“第三届移动互联网大会”上透露，二三四五计划在互联网消费金融业务“贷款王”的基础上，进一步推出商贷王、车贷王等产品，进一步加码互联网金融业务,1,媒体新闻,c,1
二三四五,二三四五业绩大增+加码互联网金融 二三四五涨幅逾7%,1,媒体新闻,t,1
二三四五,　　证券时报网（www.stcn.com）07月31日讯　　二三四五(行情002195，诊股)（300295）7月31日在互动平台表示，爱租哪是公司正在培育的针对租赁以及未来资产管理方向的业务，目前主要仍是在重点城市进行试点，上海市场拓展正在筹备论证中,2,媒体新闻,c,1
二三四五,注：截至目前，7月27日至今，二三四五股价上涨逾20%,2,媒体新闻,c,1
二三四五,二三四五：爱租哪是公司正在培育的针对租赁等的业务,2,媒体新闻,t,1
二三四五,　　本报讯（记者 王延）26日，二三四五第三届移动互联网大会在张江举行，消费金融成为本次大会关注的焦点之一,3,媒体新闻,c,1
二三四五,　　与过往两届大会不同的是，此次大会不仅邀请了阿里、腾讯、百度、360、搜狗、朵唯、科大讯飞等二三四五多年以来的合作伙伴，互联网消费金融上下游合作伙伴也汇聚一堂，包括现金超人、TalkingData、拍拍贷、融360、西部证券、算话征信、现金白卡等40余家业内同行共聚，展现了二三四五集团战略方向的转变,3,媒体新闻,c,1
二三四五,　　会上，二三四五互金事业部总经理彭亚栋与魔法现金、信用管家、算话征信、西部证券等4家合作伙伴，就“互联网消费金融”这一话题展开充分讨论，从政策规范、行业监管、用户流量、数据支持、发展趋势等多个方面分享了观点，并进行了前瞻讨论,3,媒体新闻,c,1
二三四五,二三四五移动大会聚焦消费金融,3,媒体新闻,t,1
二三四五,证券时报记者 刘宝兴二三四五（002195）相关负责人日前在“第三届移动互联网大会”上透露，二三四五计划在互联网消费金融业务“贷款王”的基础上，进一步推出商贷王、车贷王等产品，进一步加码互联网金融业务,5,媒体新闻,c,1
二三四五,二三四五日前披露的上半年业绩快报显示，今年上半年，二三四五的营业总收入、营业利润、利润总额、归属于上市公司股东的净利润分别较去年同期增长33.85%、127.09%、125.71%、93.75%，而业绩的增长主要得益于互联网消费金融业务的快速增长,5,媒体新闻,c,1
二三四五,据悉，二三四五旗下运营“贷款王”的上海二三四五金融科技有限公司，去年实现营业收入2.06亿元，实现归属于母公司所有者的净利润1.11亿元，互联网消费金融业务成为二三四五重要的利润来源,5,媒体新闻,c,1
二三四五,二三四五前述负责人表示，除了计划推出的车贷王、商贷王，未来3-5年内，二三四五在金融行业内会有更丰富的产品,5,媒体新闻,c,1
二三四五,二三四五加码互联网金融业务：拟推出车贷王、商贷王,5,媒体新闻,t,1
