keywords,sentence,article_no,source,title or content,
海量数据,"
　　英特尔公司全球副总裁兼中国区总裁杨旭向21世纪经济报道记者表示：“对海量数据（603138）和各种形态数据的处理和分析是精准医疗的重点",0,国内新闻,c,1
海量数据,精准治疗瓶颈待破 海量数据催生肿瘤基因智能工具,0,国内新闻,t,0
海量数据,"精准治疗瓶颈待破 海量数据 催生肿瘤基因智能工具 - 21经济网
21财经APP数字报市场活动
登录注册
<IMAGE SRC=""http://static.21jingji.com/v2.0/images/logo.png"" >
首页
财经
政经
金融
商业
投资通
快报
抢鲜报
视频
首页　>　　>　正文
精准治疗瓶颈待破 海量数据 催生肿瘤基因智能工具
2017年06月23日　07:00　　21世纪经济报道　　朱萍　　
6月21日，百洋医药集团旗下百洋智能科技与IBM Watson Health共同推进肿瘤基因组分析的落地应用，为病理学家和肿瘤医生提供基于致癌基因突变的精准治疗方案建议",1,国内新闻,c,0
海量数据,"
英特尔公司全球副总裁兼中国区总裁杨旭向21世纪经济报道记者表示：“对海量数据和各种形态数据的处理和分析是精准医疗的重点",1,国内新闻,c,0
海量数据,精准治疗瓶颈待破 海量数据 催生肿瘤基因智能工具,1,国内新闻,t,0
海量数据,"
　　英特尔公司全球副总裁兼中国区总裁杨旭向21世纪经济报道记者表示：“对海量数据和各种形态数据的处理和分析是精准医疗的重点",2,国内新闻,c,0
海量数据,精准治疗瓶颈待破 海量数据催生肿瘤基因智能工具,2,国内新闻,t,0
海量数据,该新闻提及的上市公司有：海量数据(603138),3,国内新闻,c,1
海量数据,"
中国上市公司舆情中心统计了 海量数据(603138) 在2017-06-23至2017-06-24期间在国内外各类媒体的内容传播情况，有效传播内容及舆情数据数量如下：电子报新闻总共有  篇；网络媒体报道总共有 0 篇；互联网社区股吧总共有 0 篇，其中互动易  篇，股吧内容  篇，社区帖子  篇；新浪微博提及  篇",3,国内新闻,c,1
海量数据,互联网使金融服务惠及更多用户，积累了海量数据，对海量数据进行有效分析，能对整个监管科技带来极大促进作用,3,国内新闻,c,0
海量数据,[海量数据：2017-06-24舆情分析报告] 大整治后的互联网金融生态,3,国内新闻,t,2
海量数据,都分析一下海量数据是要干什么？,4,国内论坛,t,0
海量数据,都分析一下海量数据是要干什么？,5,国内论坛,t,0
海量数据,都分析一下海量数据是要干什么？,6,国内论坛,t,0
海量数据,都分析一下海量数据是要干什么？,7,国内论坛,t,0
海量数据,"
　　“三合一”获取海量数据(行情603138,诊股)堪称全球第一
　　据珠海欧比特(行情300053,诊股)公司卫星项目总负责人蒋晓华介绍，“珠海一号”是具有可见光、高光谱、合成孔径雷达（SAR）等多种数据获取能力的复合先进的卫星星座，可在全球范围内采集可见光图像、可见光视频、高光谱图像、SAR图像等类型的海量对地遥感数据，具备多种数据信息相互融合的能力",8,国内新闻,c,1
海量数据,“珠海一号”为何能拍出太空大片 海量数据全球第一,8,国内新闻,t,0
海量数据,"人工智能方面，金融以其数据性，可追溯性等特点，天然匹配人工智能以“海量数据”为本的科技属性
人工智能方面，金融以其数据性，可追溯性等特点，天然匹配人工智能以“海量数据”为本的科技属性",9,国内论坛,c,0
海量数据,人工智能方面，金融以其数据性，可追溯性等特点，天然匹配人工智能以“海量数据”为本的科技属性,9,国内论坛,t,0
海量数据,"看看海量数据就知道啦
看看海量数据就知道啦",10,国内论坛,c,0
海量数据,看看海量数据就知道啦,10,国内论坛,t,0
海量数据,"
经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",11,国内新闻_电子报,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案,11,国内新闻_电子报,t,0
海量数据,"　　海量数据“捞”出5亿元洋酒走私大案
　　7月5日，天津海关对外发布，其历经半年多时间，成功侦破一宗酒水类商品走私进口案件，查证涉案酒水类商品约500万升，案值近5亿元人民币",12,国内新闻,c,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",12,国内新闻,c,0
海量数据,海量数据捞出5亿元洋酒走私大案 低报价格幅度多达90%,12,国内新闻,t,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司(以下5家涉案公司均简称“林森公司”)被办案人员从海量数据中“捞”了出来",13,国内新闻,c,0
海量数据,"
(原标题：一套人马多块牌子低报价格幅度多达90% 海量数据“捞”出5亿元洋酒走私大案)
(责任编辑：DF305)",13,国内新闻,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案,13,国内新闻,t,0
海量数据,"　　一套人马多块牌子 低报价格幅度多达90%
　　海量数据“捞”出5亿元洋酒走私大案
　　7月5日，天津海关对外发布，其历经半年多时间，成功侦破一宗酒水类商品走私进口案件，查证涉案酒水类商品约500万升，案值近5亿元人民币",14,国内新闻,c,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司(以下5家涉案公司均简称“林森公司”)被办案人员从海量数据中“捞”了出来",14,国内新闻,c,0
海量数据,海量数据捞出5亿洋酒走私案 低报价格幅度多达90%,14,国内新闻,t,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",15,国内新闻,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案,15,国内新闻,t,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",16,国内新闻,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案,16,国内新闻,t,0
海量数据,"　　原标题：海量数据捞出5亿洋酒走私案 低报价格幅度多达90%
　　一套人马多块牌子 低报价格幅度多达90%
　　海量数据“捞”出5亿元洋酒走私大案
　　7月5日，天津海关对外发布，其历经半年多时间，成功侦破一宗酒水类商品走私进口案件，查证涉案酒水类商品约500万升，案值近5亿元人民币",17,国内新闻,c,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司(以下5家涉案公司均简称“林森公司”)被办案人员从海量数据中“捞”了出来",17,国内新闻,c,0
海量数据,海量数据捞出5亿洋酒走私案 低报价格幅度多达90%,17,国内新闻,t,0
海量数据,"
　　经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",18,国内新闻,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案,18,国内新闻,t,0
海量数据,"
经过十多个昼夜大海捞针一般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡等5家公司（以下5家涉案公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",19,国内新闻,c,0
海量数据,海量数据“捞”出5亿元洋酒走私大案 低报价格幅度多达90%,19,国内新闻,t,0
海量数据,看看数据港和海量数据，欲哭无泪啊,20,国内论坛,c,1
海量数据,"
看看数据港和海量数据，欲哭无泪啊",20,国内论坛,c,1
海量数据,看看数据港和海量数据，欲哭无泪啊！,20,国内论坛,t,1
海量数据,"这王八羔子股是不行 看海量数据港
这王八羔子股是不行 看海量数据港",21,国内论坛,c,1
海量数据,这王八羔子股是不行 看海量数据港,21,国内论坛,t,1
海量数据,"证券代码：603138 证券简称：海量数据公告编号：2017-034
北京海量数据技术股份有限公司
关于转让参股公司股权的公告
本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述
或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任",22,国内新闻,c,1
海量数据,"
重要内容提示：
. 交易简要内容：北京海量数据技术股份有限公司（以下简称：公司或本
公司）将持有的广州鼎甲计算机科技有限公司（以下简称：广州鼎甲）
共计人民币72.3892万元出资额的股权转让给深圳市滨海六号投资合伙
企业（有限合伙）（以下简称：滨海六号投资），转让价格为1,471.8万
元",22,国内新闻,c,2
海量数据,"
主要股东及各自持股比例如下：
序号
股东名称
出资额（万元）
出资比例（%）
1
广州翱云计算机科技有限公司
500.0000
26.2470
 
2
中国长城计算机深圳股份有限公司
402.1489
21.1104
3
广州市迪备投资合伙企业（有限合伙）
380.9960
20.0000
4
安徽轻工国际贸易股份有限公司
199.5561
10.4755
5
广州千惠资产管理有限公司
131.8646
6.9221
6
北京大驿四维投资管理合伙企业（有限合
伙）
118.0250
6.1956
7
北京海量数据技术股份有限公司
72.3892
3.8000
8
李雪晶
50.0000
2.6247
9
王子江
50.0000
2.6247
合计
1,904.9798
100.00
2、公司持有的广州鼎甲股权不存在抵押、质押及其他任何限制转让的情况，
不涉及诉讼、仲裁事项或查封、冻结等司法措施，以及不存在妨碍权属转移的其
他情况",22,国内新闻,c,2
海量数据,"
北京海量数据技术股份有限公司董事会
2017年 7月11日",22,国内新闻,c,2
海量数据,[公告]海量数据:关于转让参股公司股权的公告,22,国内新闻,t,2
海量数据,"
经过十多个昼夜大海捞针般的工作，天津林森、北京林森、天津斯特、天津乐信、北京家堡5家公司（以下5家公司均简称“林森公司”）被办案人员从海量数据中“捞”了出来",23,国内新闻_电子报,c,0
海量数据,以往企业认识到海量数据（603138）的价值，却苦于缺乏相应的技术和手段进行挖掘，工业大数据正是立足于传统工业数据，融合新一代信息技术，使工业系统具备描述、诊断、预测、决策、控制等功能，形成智能分析和决策,24,国内新闻,c,1
海量数据,工业大数据产业生态体系形成 海量数据助力中国制造“弯道超车”,24,国内新闻,t,0
