keywords,sentence,article_no,source,title or content
全通教育,"<IMAGE SRC=""http://i7.hexun.com/2017-08-07/190342185.jpg"" >全通教育董事长 陈炽昌　　和讯股票（微信号：istocknews）消息 8月7日早间，全通教育发布公告称，公司董事会针对 2017 年以来公司经营管理状况及存在的问题进行了总结及反思，为改善公司经营管理层的决策与管理能力，公司拟对经营管理层作部分调整",0,媒体新闻,c,1
全通教育,　　公告显示，全通教育陈炽昌先生申请辞去总经理职务、万坚军先生申请辞去副总经理、副董事长职务，汪凌女士申请辞去副总经理职务,0,媒体新闻,c,1
全通教育,　　全通教育同时公告，为尽快完成公司经营管理层的调整，公司第三届董事会第七次临时会议审议通过了《关于总经理辞职及聘任新总经理的议案》、《关于选举公司第三届董事会副董事长的议案》和《关于副总经理辞职及聘任副总经理的议案》，同意聘任刘玉明先生为公司副董事长、总经理，同意聘任孙光庆先生、刘涛先生为公司副总经理，任期自本次董事会审议通过之日起至第三届董事会届满为止,0,媒体新闻,c,1
全通教育,长期从事计算机、信息化服务领域的工作，自全通教育2005年创立起至2010年任执行董事，2010年至今任公司董事长、总经理,0,媒体新闻,c,1
全通教育,2003年-2007年任全通数码教育事业部运营总监，2007年-2010年任全通有限市场运营总监、财务总监，2010年至今任全通教育董事、副总经理，2013年5月起任彩云动力监事,0,媒体新闻,c,1
全通教育,2006年至2010年任全通教育首席执行官、经理，2010年9月至今任公司副董事长、副总经理　　全通教育公告刘玉明、孙光庆个人简历：　　刘玉明，男，出生于 1964 年 3 月,0,媒体新闻,c,1
全通教育,4 年任广东正中珠江会计师事务所（特殊普通合伙）审计经理，2015 年 2 月起就职公司，2015 年 9 月至 2017 年 4 月担任公司董事会秘书及财务总监，2015 年至今任公司全资子公司广东全通教育信息科技有限公司执行董事，2015 年至今任中山市才通天下信息科技股份有限公司董事，2015 年至今任公司全资子公司全通教育基础设施投资管理有限公司监事、联营企业广东紫马创投基金管理有限公司监,0,媒体新闻,c,1
全通教育,全通教育陈炽昌辞去总经理职务 万坚军辞任副总,0,媒体新闻,t,1
全通教育,　　中国证券网讯全通教育(行情300359，诊股)7日早间公告，公司董事会针对2017年以来公司经营管理状况及存在的问题进行了总结及反思，为更好促进公司业务战略的有效实施，进一步提升业务经营效率，改善公司经营管理层的决策与管理能力，公司拟对经营管理层作部分调整,1,媒体新闻,c,1
全通教育,陈炽昌辞去全通教育总经理职务,1,媒体新闻,t,1
全通教育,"<IMAGE SRC=""http://image.sinajs.cn/newchart/new_daily/n/sz300359.gif"" >热点栏目资金流向千股千评个股诊断最新评级模拟交易客户端　　经济观察报 记者 郑淯心  　　“时来天地皆同力，运去英雄不自由”，这是接近广东全通教育股份有限公司（下称“全通教育”，证券代码：300359.SZ）人士对全通教育际遇的总结",2,媒体新闻,c,1
全通教育,　　作为第一只冠教育名称的教育股，全通教育备受追捧，并购、券商研报推荐、游资炒作等让全通教育曾一度股价高达467.57元/股，超过茅台成为两市第一高价股,2,媒体新闻,c,1
全通教育,然而好景不长，随着股东减持、并购失败、游资撤离，截止8月4日全通教育收盘价为12.13元/股，并且业绩预告称上半年将出现首亏,2,媒体新闻,c,1
全通教育,　　从两市第一高价股跌落，全通教育这几年做错了什么,2,媒体新闻,c,1
全通教育,　　两市第一高价股　　8月4日收盘，全通教育股价已经跌至了12.13元/股，近四百亿市值灰飞烟灭,2,媒体新闻,c,1
全通教育,　　全通教育的创始人、董事长陈炽昌以前是一名中学的数学老师，曾参与过当时学校校园的软件开发工作,2,媒体新闻,c,1
全通教育,2005年创办全通教育，最终全通教育在2014年1月登陆A股,2,媒体新闻,c,1
全通教育,　　全通教育是从事家校互动信息服务的专业运营机构，从属于家庭教育信息服务领域,2,媒体新闻,c,1
全通教育,　　这一业务主要是和通信运营商合作，全通教育一方面为中国移动提供家校互动系统的开发及维护，另一方面开拓学校及教师用户，而家长作为最终买单者，通过中国移动每月付费,2,媒体新闻,c,1
全通教育,中国移动则与全通教育分成,2,媒体新闻,c,1
全通教育,　　据全通教育招股书披露，2010年至2013年上半年，对受同一实际控制人中国移动控制的客户合并计算，全通教育从其取得的收入占营业收入的比例均在80%以上,2,媒体新闻,c,1
全通教育,　　据教育业内人士称，全通教育主营业务校讯通在上市时就为夕阳业务，不止受制于中国移动，随着信息化发展，家长获取信息更加便利，对这一产品的依赖减少，让全通教育想到通过并购来拓展条线、寻求新的增长点,2,媒体新闻,c,1
