keywords,sentence,article_no,source,title or content
阳光股份,"<IMAGE SRC=""http://image.sinajs.cn/newchart/new_daily/n/sz000608.gif"" >热点栏目资金流向千股千评个股诊断最新评级模拟交易客户端　　阳光股份7月31日晚间披露半年报",0,媒体新闻,c,1
阳光股份,　　年初完成举牌的上海永磐实业有限公司（下称“上海永磐”）二季度继续买入阳光股份，持股比例升至7.34%，并跃升为公司第二大股东,0,媒体新闻,c,1
阳光股份,今年1月17日，上海永磐再度增持阳光股份并触及举牌线，持股数量升至3749.56万股,0,媒体新闻,c,1
阳光股份,权益变动书显示，上海永磐确认不存在一致行动人持有阳光股份,0,媒体新闻,c,1
阳光股份,目前其持有阳光股份5504.44万股，以7.34%的持股比例升至公司第二大股东,0,媒体新闻,c,1
阳光股份,目前公司第一大股东Reco Shine Pte Ltd持股比例为29.12%　　尽管第一大股东持股比例较高，但阳光股份目前仍处于无实际控人状态,0,媒体新闻,c,1
阳光股份,　　举牌方不断加仓的同时，阳光股份另一重要股东北京国际信托有限公司却清仓式减持了公司股份,0,媒体新闻,c,1
阳光股份,　　今年上半年，阳光股份频频获得自然人股东青睐,0,媒体新闻,c,1
阳光股份,　　不过，证券时报·e公司记者注意到，阳光股份第七大股东“熊牡菊”、第八大股东“黄国海”曾于去年一季度携手现身天业股份、中国软件,0,媒体新闻,c,1
阳光股份,　　回看阳光股份今年上半年经营情况，期内公司房地产业务主要为天津杨柳青项目一期现房销售、北京阳光上东车库及住宅和成都锦尚项目库存销售；投资性房地产主要位于京津沪及部分二线城市,0,媒体新闻,c,1
阳光股份,　　阳光股份表示，房地产行业政策出台频繁，调控较为密集,0,媒体新闻,c,1
阳光股份,阳光股份上半年减亏 获举牌方继续增持,0,媒体新闻,t,1
阳光股份,观点地产新媒体查阅公告，2017年上半年，阳光股份实现营业收入3.69亿元，同比增长57.50%，归属于上市公司股东的净利润-7884.2万元，同比增长41.91%，实现每股收益-0.11元，同比增长38.89%,1,媒体新闻,c,1
阳光股份,阳光股份表示，报告期内公司房地产业务主要为天津杨柳青项目一期现房销售、北京阳光上东车库及住宅和成都锦尚项目库存销售,1,媒体新闻,c,1
阳光股份,投资性房地产方面，阳光股份称这部分项目主要位于京津沪及部分二线城市,1,媒体新闻,c,1
阳光股份,对未来的展望，阳光股份表示公司未来业务将主要聚焦在京津沪地区不良、低效资产的收购、改造、提升和退出,1,媒体新闻,c,1
阳光股份,阳光股份：上半年净利亏损近8千万 未来注重轻资产模式,1,媒体新闻,t,1
阳光股份,　　证券代码：000608 证券简称：阳光股份 公告编号：2017-L24　　阳光新业地产股份有限公司　　关于出售全资子公司股权的情况说明　　本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏,2,媒体新闻,c,1
阳光股份,阳光股份:关于出售全资子公司股权的情况说明,2,媒体新闻,t,1
阳光股份,　　全景网5月22日讯 阳光股份(000608)周一晚公告，公司股东北国投于5月19日通过大宗交易减持3665万股份，占公司总股本的4.89%,3,媒体新闻,c,1
阳光股份,[公司]阳光股份股东北国投清仓减持近3665万股 占总股本4.89%,3,媒体新闻,t,1
阳光股份,　　中国网财经5月22日讯阳光股份今日盘后公告称，股东北国投于5月19日通过大宗交易方式减持无限售流通股约3665万股份，本次减持后，北国投不再持有公司股份,4,媒体新闻,c,1
阳光股份,　　公告显示，本次北国投减持的股份约占阳光股份总股本的4.89%，减持均价7.38元每股,4,媒体新闻,c,1
阳光股份,阳光股份遭股东北国投清仓式减持 套现逾2.7亿元,4,媒体新闻,t,1
