keywords,sentence,article_no,source,title or content
金融街,　　在多份报告中，我们持续推荐金融街，金融街持续强于大盘,0,媒体新闻,c,1
金融街,未来主要催化因素：1、中政务区很快明朗，直接提升公司资产价值；2、国资旗下股东更换为金融街资本运营中心（负责西城区基础设施建设、房地产一二级开发、旗下拥有一些金融资产，文教卫生等等资源整合），未来可能存在更多资源整合机会；3、公司被纳入MSCI指标股，细分行业龙头地位突出；4、更重要的是，公司价值严重被低估，目前股价是重估值的0.38折,0,媒体新闻,c,1
金融街,　　投资要点：　　商务地产龙头，依托北京金融街的资源和品牌优势，通过房地产开发和产业打造独特的“金融街模式”,0,媒体新闻,c,1
金融街,北京金融街已成为全球最富吸引力的投资目的地和资本集散地，最具世界影响力的金融中心,0,媒体新闻,c,1
金融街,16年自持物业面积和租金收入高增长25.97%达97万方，其中北京金融街区域内出租物业占50%以上（3-5年内自持物业将翻番200万平）,0,媒体新闻,c,1
金融街,2、负责西城区国有资产整合、融资、投资和管理平台的金融街资本运营中心控股公司，有望带来资源整合机会做大做强公司,0,媒体新闻,c,1
金融街,　　在高峰论坛上，北京住总、中国建筑、碧桂园、金融街（000402）控股等二十多家中国经理人联盟会员房企共同签署承诺书，承诺各自企业2020年前实现装配式建筑占新建建筑面积比例达到30%以上，共同推动行业的转型升级,1,媒体新闻,c,1
金融街,　　这时金融街(行情000402，买入)的金领们陆续走出写字楼，涌向复兴门地铁口，外面的安检排起了长队，地铁口的旁边就是央行,2,媒体新闻,c,1
金融街,据不完全统计，安邦系曾举牌万科A（000002.SZ）、大商股份（600694.SH）、金融街（000402.SZ）、欧亚集团（600697.SH）、中国建筑（601668.SH）等10余家上市公司,3,媒体新闻,c,1
金融街,　　吴小晖举例称，以投资金融街为例，其团队考察了每一处楼盘，“在精确估算市场价值的基础上打一个折，再扣掉负债，加上市值一算，还有190亿的差价，所以我们就投资了，我们这种科学的分析让我们的投资远远超过了市场回报率,3,媒体新闻,c,1
金融街,据不完全统计，安邦系曾举牌万科A、大商股份（600694）、金融街（000402）、欧亚集团（600697）、中国建筑（601668）等10余家上市公司,4,媒体新闻,c,1
金融街,　　吴小晖举例称，以投资金融街为例，其团队考察了每一处楼盘，“在精确估算市场价值的基础上打一个折，再扣掉负债，加上市值一算，还有190亿的差价，所以我们就投资了，我们这种科学的分析让我们的投资远远超过了市场回报率,4,媒体新闻,c,1
金融街,据不完全统计，安邦系曾举牌万科A、大商股份（600694）、金融街（000402）、欧亚集团（600697）、中国建筑（601668）等10余家上市公司,5,媒体新闻,c,1
金融街,　　吴小晖举例称，以投资金融街为例，其团队考察了每一处楼盘，“在精确估算市场价值的基础上打一个折，再扣掉负债，加上市值一算，还有190亿的差价，所以我们就投资了，我们这种科学的分析让我们的投资远远超过了市场回报率,5,媒体新闻,c,1
金融街,当月宣布取消融资计划的房企还包括金融街(000402，股吧)、金地、电建地产等等,6,媒体新闻,c,1
金融街,　　根据时报君此前的统计，截至一季度末，安邦现身23只个股的前十大股东名单中，主要分布在银行、地产、建筑装饰和商业贸易领域，比如四大国有银行“中农工建”，以及招商银行(行情600036，买入)、民生银行、万科A(行情000002，买入)、保利地产(行情600048，买入)、招商蛇口(行情001979，买入)和金融街(行情000402，买入)等,7,媒体新闻,c,1
金融街,"RC=""http://e.thsi.cn/img/04351b08cbf1d1f9-1"" >　　安邦和财新之争，以及市场里关于安邦的种种传闻，给“安邦概念股”带来压力，万科、民生银行（600016）、金融街（000402）等一批股票近期走势低迷",8,媒体新闻,c,1
金融街,股市场举牌的公司主要包括：招商银行(行情600036，买入)（600036，股吧）、民生银行(行情600016，买入)（600016，股吧）、金地集团(行情600383，买入)（600383，股吧）、金融街(行情000402，买入)（000402，股吧）、金风科技(行情002202，买入)（002202，股吧）、同仁堂(行情600085，买入)（600085，股吧）、欧亚集团(行情600697，买,9,媒体新闻,c,1
金融街,　　笔者发现，安邦举牌的这些标的公司有一些共同的特点：　　第一，这些公司都是行业内的龙头企业，　　招商、民生这种金融巨头，投资价值一目了然；　　万科、金地、和金融街，都是地产行业龙头企业；　　同仁堂，中药行业著名老字号；　　金风科技，国内最大的风力发电机组整机制造商；　　欧亚集团和大商股份都是东北的商业龙头；　　中国建筑就更不用说了，世界五百强，中国建筑行业老大哥,9,媒体新闻,c,1
金融街,中国北京金融街拍卖地价每平米十万块，40年的使用权,9,媒体新闻,c,1
金融街,    其中，筹资活动产生的现金流量净额最低的为保利地产（600048.SH），达到-113亿元；其次是金地集团（600383.SH）和金融街（000402.SZ），分别为-95.5亿元和-86亿元,10,媒体新闻,c,1
金融街,金融街（000402.SZ）4月14日发布的一季度业绩预告称，该公司一季度净利润为5.1亿元~5.9亿元，同比下降35.0%~25.0%,11,媒体新闻,c,1
金融街,　　安邦在A股市场举牌的公司主要包括：招商银行（600036）、民生银行（600016）、金地集团（600383）、金融街（000402）、金风科技（002202）、同仁堂（600085）、欧亚集团（600697）、大商股份（600694）、万科A、中国建筑（601668）,12,媒体新闻,c,1
金融街,　　笔者发现，安邦举牌的这些标的公司有一些共同的特点：　　第一，这些公司都是行业内的龙头企业，　　招商、民生这种金融巨头，投资价值一目了然；　　万科、金地、和金融街，都是地产行业龙头企业；　　同仁堂，中药行业著名老字号；　　金风科技，国内最大的风力发电机组整机制造商；　　欧亚集团和大商股份都是东北的商业龙头;　　中国建筑就更不用说了，世界五百强，中国建筑行业老大哥,12,媒体新闻,c,1
金融街,中国北京金融街拍卖地价每平米十万块，40年的使用权,12,媒体新闻,c,1
金融街,和讯房产报道，4月份以来，电建地产、金融街(000402)控股、金地等房企先后刊发公告称，取消公司本期中期债券的发行，与此同时，此前被评估公司评级为AAA的万科也于4月27日宣布取消15亿债券的发行,13,媒体新闻,c,1
金融街,　　金融街地产落子东丽湖　　听湖小镇让生活有更多可能　　日前，金融街·听湖小镇“听湖生活馆”正式对外开放，意向登记排卡同期举行,14,媒体新闻,c,1
金融街,　　据了解，金融街·听湖小镇位于东丽湖片区，该区域集休闲度假、购物娱乐、教育医疗、健康养生、生态宜居为一体，项目毗邻五星级恒大度假温泉酒店、世界级水上运动主题的丽湖公园，华北水上乐园天津欢乐谷、SM城市广场、新燕莎奥特莱斯等,14,媒体新闻,c,1
金融街,　　金融街·听湖小镇此次首推自然风听湖联排墅，百余平方米的别墅集聚舒适性，让人们回归自然的生活,14,媒体新闻,c,1
金融街,项目负责人表示，金融街·听湖小镇的园林设计就是别墅的灵魂：在还原自然生活状态的同时，听湖小镇倡导共享、社群与秩序，让生活成为鸟鸣和湖水的交响乐，让居者真正感悟自然院落生活所带来的安闲舒适,14,媒体新闻,c,1
金融街,　　金融街控股股份有限公司为深交所上市的大型房地产开发及城市运营公司,14,媒体新闻,c,1
金融街,自2005年进军天津，首建津门津塔伊始，从大都会、金融街南开中心、金融街和平中心、金融街融汇等项目相继呈现，而东丽湖畔听湖小镇打造的宜居生态别墅区更是开启了全新生活的更多可能，让了解金融街企业的人们见证了更多的不同,14,媒体新闻,c,1
金融街,比如文中还列举我司是金融街（000402）、金地集团（600383）、大商股份（600694）、远洋集团、华富集团等上市公司的第一大股东，实际上在上市公司股东清单里可以看到我司除了是民生银行第一大股东以外，其他都不是第一大股东,15,媒体新闻,c,1
金融街,　　据相关数据显示，丰台槐房、新宫区域周围在售新房参考价为72646元/平米，二手房价格大约40000~50000元每平米，位于该区域的天恒金融街（000402）公园懿府，当初在拿地时的楼面地价就超过50000元/平米,16,媒体新闻,c,1
金融街,比如文中还列举我司是金融街(行情000402，买入)、金地集团(行情600383，买入)、大商股份(行情600694，买入)、远洋集团、华富集团等上市公司的第一大股东，实际上在上市公司股东清单里可以看到我司除了是民生银行第一大股东以外，其他都不是第一大股东,17,媒体新闻,c,1
金融街,险资持股占A股流通股比例最高的前十家公司中，金融街(行情000402，买入)一季度被险资整体增持，金地集团(行情600383，买入)、华夏银行(行情600015，买入)被整体减持，南玻A(行情000012，买入)、农产品(行情000061，买入)、天宸股份(行情600620，买入)、中炬高新(行情600872，买入)等6家公司持平,18,媒体新闻,c,1
金融街,其中，金融街(行情000402，买入)被增持，金地集团、华夏银行(行情600015，买入)和浦发银行(行情600000，买入)被减持，南玻A(行情000012，买入)、农产品(行情000061，买入)、天宸股份(行情600620，买入)、中炬高新(行情600872，买入)等6股被持平,19,媒体新闻,c,1
