keywords,sentence,article_no,source,title or content
大北农,联盟首批成员由中国农科院、中国科学院等高等院校，十多个省级农科院，先正达公司、大北农(行情002385，诊股)集团等农业龙头企业，共70多家单位组成,0,媒体新闻,c,1
大北农,国家农业基因组科技创新联盟在深成立 大北农、先正达等参与,0,媒体新闻,t,1
大北农,    中国经济导报讯 记者张守营报道 日前，由大北农集团主办的“第十届大北农科技奖启动会”在京举行,2,媒体新闻,c,1
大北农,    大北农集团常务副总裁宋维平表示，设立于1999年的大北农科技奖是大北农公益事业的重要组成部分，也是国家奖的重要补充,2,媒体新闻,c,1
大北农,据了解，大北农科技奖已成功举办九届，前九届共收到申报项目2462项，奖励金额共计人民币2731万元，有368位专家获得奖励,2,媒体新闻,c,1
大北农,大北农千万奖励农科技,2,媒体新闻,t,1
大北农,7月13日，由大北农(行情002385，诊股)集团主办的农业行业权威奖励——“第十届大北农科技奖启动会”在北京·中国科技会堂隆重举行,3,媒体新闻,c,1
大北农,　　大北农科技奖系大北农集团于1999年起出资设立，至今已成功举办九届,3,媒体新闻,c,1
大北农,第十届大北农科技奖的奖项将精简到10项，每项资金额度为100万元人民币，总奖金额度最高可达1000万元,3,媒体新闻,c,1
大北农,　　大北农集团常务副总裁宋维平介绍说，大北农集团自创建以来一直坚持“奉献社会、强大国家”的企业理念,3,媒体新闻,c,1
大北农,大北农科技奖是大北农公益事业的重要组成部分，也是国家奖的重要补充，目的是通过奖励在农业应用研究领域做出突出贡献的科技工作者，推动农业技术创新，促进农业科技成果转化,3,媒体新闻,c,1
大北农,　　目前，第十届大北农科技奖的申报评选工作已经开启，面向全社会广泛征集农业科技成果,3,媒体新闻,c,1
大北农,　　据悉，作为国家科技奖励的重要补充，大北农科技奖更侧重考察项目的创新性、战略性、前瞻性和产业化贡献和潜力，对项目的成熟度有所放宽,3,媒体新闻,c,1
大北农,其评审工作由大北农科技奖评审委员会遵照“公开、公平、公正”的原则完成，评审委员会由农业领域的权威专家、学者组成，下设若干专业评审组,3,媒体新闻,c,1
大北农,　　随着奖项机制的日益成熟，大北农科技奖的知名度和影响力日渐提升，其公平、公正性及奖励的公信力也受到业内的广泛肯定，有效激发了广大农业科技工作者勇于创新、敢于探索、积极献身农业科技事业的信心，为中国农业科技的创新发展做出了重要贡献,3,媒体新闻,c,1
大北农,第十届大北农科技奖在京启动 总奖金最高千万元,3,媒体新闻,t,1
大北农,　　事件：大北农发布限制性股票激励草案，拟对高级管理人员、核心技术人员等1600人授予不超过15，582.5427万股限制性股票，约占公司总股本的3.8%，授予价格为3.76元/股,4,媒体新闻,c,1
大北农,大北农的全员创业文化从公司成立之初起延续到现在，公司高管几乎都持有公司股票，这对于一家产业板块众多，分子公司众多的公司而言，是团结员工热情和调动员工积极性的有效途径,4,媒体新闻,c,1
大北农,"　　上周接待机构调研的半年报业绩预增公司　　<IMAGE SRC=""http://getimg.jrj.com.cn/images/2017/07/weixin/one_20170703213721422.jpg"" >    　　大北农上周接待了25家机构组团调研，调研名单包括了嘉实基金、朱雀投资、泰康资管等众多知名机构",5,媒体新闻,c,1
大北农,大北农在调研活动中表示，公司目标是建成中国最大的农业产业互联网运营平台，目前农信贷累计总额达到63亿元，可用于结算的货币理财基金产品农富宝累计充值额342亿元，绑定各类结算通道打包的农付通产品累计结算额947亿元,5,媒体新闻,c,1
大北农,　　大北农在此前的一季报中对上半年业绩进行展望，预计今年上半年实现归属于上市公司股东净利润5.15亿元至6.26亿元，较上年同期增长40%至70%,5,媒体新闻,c,1
大北农,　　3、“农业互联网平台”加速成型公司已初步建成“数据-电商-金融”三个模块完整的智慧大北农生态圈，以“农信网”为互联网总入口，“智农通”APP为移动端总入口，构成了从PC到手机端的生态圈,6,媒体新闻,c,1
大北农,　　风险提示：销量不达预期；智慧大北农进展不达预期,6,媒体新闻,c,1
大北农,个股方面，大北农(行情002385，诊股)接待的机构数居前，6月26日，近30家机构联袂造访公司总部，其中不乏朱雀投资、九鼎投资(行情600053，诊股)等明星私募；海鸥卫浴(行情002084，诊股)周内连续4日合计接待6批次机构，硅谷天堂、国海证券(行情000750，诊股)等机构相继单独调研公司,7,媒体新闻,c,1
大北农,"本周十大机构调研股<IMAGE SRC=""http://www.jiemian.com/img1.jiemian.com/101/original/20170702/149897208540489700_a580xH.png"" >在本周众多获机构调研的上市公司中，迅游科技（300467.SZ）、拓邦股份、大北农（002385.SZ）的调研热度最高，其获调研机构数量分别为30家、28家、27家",8,媒体新闻,c,1
大北农,本周，明星私募们动向频频，具体为：中植创信投资调研金明精机（300281.SZ），展博投资调研尚品宅配（300616.SZ），朱雀投资调研了周大生（002867.SZ）、大北农，昆吾九鼎投资同样调研了大北农，硅谷天堂资产调研了海鸥卫浴（002084.SZ），而星石投资则调研了迅游科技与紫光股份（000938.SZ）,8,媒体新闻,c,1
大北农,【一周机构调研】网游加速器龙头迅游科技最受关注 明星私募扎堆盯上大北农,8,媒体新闻,t,1
