keywords,sentence,article_no,source,title or content
长城影视,8日1日晚间，长城影视（002071）发布公告，公司全资子公司东阳长城拟以不超过1.71亿元收购玖明广告24%股权，交易对价将根据玖明广告2017年度、2018年度分别及累计实现的净利润情况调整,0,媒体新闻,c,1
长城影视,在此之前，长城影视已于2015年6月和2016年3月分别收购了玖明广告51%和25%的股权,0,媒体新闻,c,1
长城影视,长城影视认为，收购上海玖明能够借助公司精品剧优势与上海玖明的电视广告业务产生协同作用，增强公司的整体盈利能力,0,媒体新闻,c,1
长城影视,长城影视收购玖明广告剩余24%股权 推进内容、广告双轮发展,0,媒体新闻,t,1
长城影视,2014年8月-2015 年01月曾任长城影视(002071，股吧)文化企业集团有限公司财务经理,1,媒体新闻,c,1
长城影视,天目药业总经理助理沈伟辞职 曾任长城影视财务经理,1,媒体新闻,t,1
长城影视,　　智通财经APP讯，E-KONG  GROUP（00524）公布，2017年7月28日，公司与长城影视文化企业集团有限公司（简称“长城集团”）订立一项谅解备忘录，公司（或其全资附属公司）建议就共同发展特色小镇项目，可能投资由长城集团在新疆乌苏市注册成立并拥有的一家公司,2,媒体新闻,c,1
长城影视,E-KONG GROUP拟长城影视文化企业集团共同发展特色小镇,2,媒体新闻,t,1
长城影视,公司总经理祝政表示，长城影视(行情002071，诊股)集团入主天目药业后，将重塑公司形象,3,媒体新闻,c,1
长城影视,长城影视集团现在、将来，都不会出让控股权,3,媒体新闻,c,1
长城影视,在天目药业没有走出困境前，长城影视集团不会从公司领一份工资，开一张发票，天目药业在发展过程中，若遇到需要贷款、担保等情况，大股东将给予支持,3,媒体新闻,c,1
长城影视,天目药业：长城影视集团不会出让控股权,3,媒体新闻,t,1
长城影视, 　　“买买买”似乎已经成为长城影视的发展方式之一，并于日前计划以1.7亿元收购浙江中影文化发展有限公司49%股权，使其成为旗下全资子公司,4,媒体新闻,c,1
长城影视,北京商报记者统计发现，在近三年里，长城影视先后试图收购18家公司，但大部分是旅行社和广告公司，且不断的收购并未让长城影视跃入影视公司前列，不仅很少有热门作品问世，资产负债率已超65%，广告反而成长城影视实现营收增长的主力,4,媒体新闻,c,1
长城影视,在这种情况下，还在不断延伸产业链的长城影视能走多远,4,媒体新闻,c,1
长城影视,　　斥资超40亿元　　作为国内首家在A股主板上市的影视公司，长城影视自2014年完成借壳江苏宏宝后，正式登陆资本市场，开启一系列资本动作，并在证券简称变更当月就发布收购公告，以共计3.24亿元收购两家公司不同比例的股权,4,媒体新闻,c,1
长城影视,北京商报记者统计发现，长城影视在上市的三年时间里一直没有停下收购的脚步，截至目前已试图收购18家公司，斥资约42.7亿元,4,媒体新闻,c,1
长城影视,　　与部分影视公司会选择借助收购的方式、强化自身内容制作能力不同，仔细观察长城影视选择的标的公司可以发现，其中有一半为国内旅行社，另有1/3的公司从事广告相关行业，内容制作公司只有首映时代，另外剩余的两家公司分别从事连锁影院的投资管理和影视基地的建设经营,4,媒体新闻,c,1
长城影视,　　在这共计超40亿元的收购案中，除了18.95亿元收购首映时代和德纳影业时，长城影视采用发行股份及支付现金的方式，以股份支付金额13.5亿元外，其他的收购案基本都选择支付现金的形式，资金来源包括长城影视自有资金、金融机构借款或其他渠道及方式筹集的资金,4,媒体新闻,c,1
长城影视,但数据显示，近几年长城影视的资产负债率也逐步升高，2014-2016年该公司资产负债率分别为35.43%、60.45%和66.18%，截至2017年一季度末，长城影视的资产负债率为65.63%，远高于该行业上市公司52.12%的平均资产负债率，并逼近70%的警戒线,4,媒体新闻,c,1
长城影视,　　影视退居二线　　频繁收购之下，尤其是收购大量非影视内容制作领域之外的公司，无疑对长城影视的业务结果带来变化，如今广告已成为长城影视的主要收入来源并对整体业绩产生较大影响，影视业务反而退居二线,4,媒体新闻,c,1
长城影视,　　据长城影视年报显示，近年来广告收入在总营收的占比不断提高，并从2014年占比仅两成提高到2015年占据半壁江山，而在2016年广告收入的占比已经达到73.37%，成为影响长城影视整体业绩增长或下降的主要因素，比如今年一季度，长城影视的营业收入和净利润分别下降54.43%和24.88%，主要原因也是报告期内上海胜盟、浙江光线、上海玖明一季度广告收入减少,4,媒体新闻,c,1
长城影视,数据显示，2014-2016年长城影视在电视剧板块所实现的收入分别较上年同比下降7.17%、0.54%和23.92%,4,媒体新闻,c,1
长城影视,与此同时可以发现，曾拍摄《隋唐英雄》、《武则天秘史》的长城影视，近年来虽然仍有作品相继问世，却很少出现火爆市场的热门作品,4,媒体新闻,c,1
长城影视,但现阶段长城影视已经出现影视业务收入持续逐年下滑、缺少热门作品的情况，若不加以重视则会成为影视公司的致命伤，且从长城影视各板块业务的收入占比情况来看，在一定程度上已经对广告业务产生依赖,4,媒体新闻,c,1
长城影视,　　内核决定成败　　其实从长城影视近三年的收购动作中不难看出，延伸产业链是主要目的之一，比如收购德纳影业可布局电影行业终端、收购诸暨长城国际影视创意园有限公司则是布局实景娱乐，但在从业者看来，延伸产业链的核心是具有优质的内容,4,媒体新闻,c,1
