"　　今日农村电商概念股集体上涨 龙头史丹利涨停
　　农村电商概念股盘中异动，截至发稿，史丹利（7.580， 0.69， 10.01%）涨停，芭田股份（7.120， 0.27， 3.94%）涨幅逾5%，辉丰股份（5.510， 0.04， 0.73%）、新洋丰（9.600， 0.13，1.37%）涨幅逾3%，金正大（8.030， 0.15，1.90%）、云图控股（8.110， 0.17， 2.14%）、诺普信（8.560， 0.06， 0.71%）涨幅均超2%。	　　南方财富网微信号：南财
共2页:
上页
1
2
下页",媒体新闻,2368312742020353701_0_590281,今日农村电商概念股集体上涨 龙头史丹利涨停,史丹利,1
"　　史丹利受益于化肥价格回暖 史丹利涨停
　　进入7月，复合肥市场也逐渐开启了秋季篇章。短短一个多的时间里，复合肥市场频传捷报，从“某厂家秋季订货收款近6亿，谱写行业神话”再到原料市场高位坚挺，为复合肥带来有力成本支撑，似乎所有利好都说明一个问题，那就是“复合肥要涨了！”公司也表示近期产品均价较去年同期上涨约10%，将受益于产品涨价。
　　公司主要从事复合肥的生产和销售，产品主要包括滚筒氯基复合肥、高塔氯基复合肥、滚筒硫基复合肥、高塔硫基复合肥、其他系列复合肥等五大系列复合肥，其高塔复合肥生产技术处于国际领先水平。
　　二级市场走势：该股今日强势上涨，后市有望继续冲高。　　南方财富网微信号：南财",媒体新闻,795700905105013000_0_322943,史丹利受益于化肥价格回暖 史丹利涨停,史丹利,1
"　　新华网(行情603888,诊股)北京7月27日电 27日早盘，农村电商板块快速拉升，其中，史丹利(行情002588,诊股)涨停，芭田股份(行情002170,诊股)报价7.33元，涨7.01%，辉丰股份(行情002496,诊股)涨近4%，云图控股(行情002539,诊股)、新洋丰(行情000902,诊股)、金正大(行情002470,诊股)、等走势造好。",媒体新闻,105820786778336243_0_54757,农村电商板块快速拉升 史丹利强势涨停,史丹利,1
"　　金融界网站讯 7月27日化肥板块走强， 史丹利( 002588,诊股)涨停， 芭田股份( 002170,诊股)、 六国化工( 600470,诊股)、 鲁北化工( 600727,诊股)、 湖北宜化( 000422,诊股)等涨幅靠前。
　　较低的估值水平以及出色的业绩表现成为化工板块在近期备受市场关注的主要原因，而在行业基本面持续改善的预期下，板块后市表现仍值得期待。",媒体新闻,12138716070800109568_0_602731,化肥板块走强 史丹利涨停,史丹利,1
"　　全景网7月14日讯  史丹利(002588)周四在全景网投资者互动平台上回答投资者提问时介绍，受国内部分农产品价格下降的影响，种植户的种植积极性有所下降，种植户在农资环节的投入有所压缩，导致公司销售压力较大，销售量未达预期。
　　史丹利表示，公司目前的产品结构主要以针对大田作物的产品为主，公司正努力提高针对经济作物肥料在产品结构中的比重，以达到优化产品结构、提高抗风险能力、改善经营的目的。
　　针对投资者关于公司与金正大股价及业绩差距的询问，史丹利作出上述回复。（全景网）",媒体新闻,1619857730631789998_0_590067,[互动]史丹利：受农产品降价影响 种植户积极性有所下降,史丹利,1
"　　中国网财经7月6日讯史丹利(行情002588,诊股)今日晚间发布公告，称公司控股股东、实控人高文班于7月5日将其持有3602.50万股份办理股票质押式回 购交易业务，质权人为国泰君安(行情601211,诊股)。公告显示，本次质押股份数占史丹利总股本的3.11%。
　　根据公告，截至目前，高文班持有史丹利26,451.88万股股份，占总股本的22.86%；高文班持有的史丹利股份累计已质押5,827.84万股，占总股本的5.04%。
　　另外，截至目前，史丹利控股股东和实际控制人累计已质押股份20,039.27万股，占总股本的17.32%。",媒体新闻,4230985527239247859_0_588764,史丹利实控人质押3600万股,史丹利,1
"<IMAGE SRC=""http://i4.hexun.com/2017-07-04/189897672.png"" >
史丹利独立董事 修学峰
　　和讯股票（微信号：istocknews）消息 7月4日晚间，史丹利发布公告称，董事会于 2017 年 7 月 2 日收到公司独立董事修学峰女士提交的书面辞职报告。因个人原因，修学峰女士申请辞去公司第四届董事会独立董事的职务，同时申请辞去在董事会战略委员会、审计委员会、提名委员会、薪酬与考核委员会的相关职务。
　　史丹利表示，修学峰女士辞职后不再担任公司任何职务。
　　和讯股票(微信号：istocknews)上市公司数据库显示，修学峰女士，中国国籍，无境外永久居留权，1968年6月出生，高级 工程师。修学峰女士1989年参加工作，先后担任山东莱阳化肥厂技术员，山东莱西化肥厂技术员，化学工业部化肥司职员，中国磷肥工业协会副秘书长、秘书长，现任中国磷肥工业协会副理事长，湖北新洋丰(000902,股吧)肥业股份有限公司独立董事。2013年8月起担任公司独立董事至今。于上市公司领取薪酬为7.79万元。
（责任编辑：邱光龙 HF056）",媒体新闻,7489866148497931106_0_588860,史丹利独董修学峰辞职 曾任中国磷肥工业协会秘书长,史丹利,1
"　　装备党可以准备High起来了——史丹利(行情002588,诊股)百得（STANLEY）的CEOJamesM.Loree近日在自己的Facebook（脸书）上透露，史丹利已经正式入驻阿里巴巴1688品牌站，将通过线上市场覆盖更多中国地区。
　　James M.Loree在Facebook上兴奋的说：“经历了精彩的一天，阿里巴巴的规模令人印象深刻……我们和1688.com的负责人杨猛和他的团队进行了深入交流，我们将一起寻求在中国这个新兴市场的爆发式成长！”
　　史丹利百得CEO在Facebook透露将通过1688在中国获得爆发式成长
　　阿里巴巴方面对记者表示，史丹利百得非常重视1688品牌站，当天史丹利百得CEO James M.Loree率领包括CFO DonaldAlian、CHRO Joseph Voelker、COO Mike Simpson、SVP JaimeRamirez、Asia P Christine Yan、Asia C VP Perez, JuanCArlos、China GM David Ma等一众高管来访，并与1688方面探讨后续推动产品电商化发展的途径。
　　James M.Loree表示，中国的电商发展已经领先全球，线上市场越来越受到企业的重视，史丹利通过与最大的电商平台合作实现商品的数字化，搭建高效的分销渠道。同时，史丹利也会加大投入与1688在全球创新营销方面进行深度合作，并通过大数据的反哺优化自身的产品线。
　　有着170多年历史的史丹利百得是美国标准普尔500强企业之一，年营业额超过100亿美元，销售网络遍布130多个国家和地区，旗下拥有STANLEY、RACING、DeWALT、BLACK&DECKER、GMT、FACOM、PROTO、VIDMAR、BOSTITCH、LaBounty、DUBUIS等多个一线工具品牌，在世界工具领域有着不可动摇的领导地位。
　　史丹利百得拥有170多年的历史
　　对于史丹利百得的入驻，阿里巴巴中国内贸事业部（CBU）联席总经理杨猛表示，通过打造专业的非消费品市场，提升卖家的业务数字化能力，越来越多的国际品牌正在选择1688平台。“此前3M、ABB、迪士尼等国际品牌携其国内部分经销商（或授权商）都已经入驻1688，并且取得了很好的效果。”
　　杨猛透露，近期平台联合3M举办了一次超级大牌日活动，帮助其推动非消费品领域的四大产品线（IATD 胶粘/ASD 研磨/TSSD 反光材料/HCD 个人用品）并获得了很好的结果。“交易金额同比活动前提升了83%，支付订单数提升了48%，店铺浏览量也提升了41%。”全球刀具第一品牌山特维克可乐满，照明领域第一品牌飞利浦，轴承第一品牌斯凯孚（SKF），仪表第一品牌福禄克，电气领域顶级品牌ABB以及国内一线品牌德力西，正泰都已完成入驻。越来越多非消领域知名品牌正在加入的路上。
　　据了解，阿里巴巴此前曾对外宣布推动五大核心策略，其中之一就是大力推动非消费品市场，完成商品的数字化工作。“通过推动大品牌的商品数字化及促进经销代理商业务线上化，不仅能够帮助品牌商对销售渠道进行有序管控，还能通过互联网平台让更多的终端客户了解品牌商及其多元化的产品并获得专业的服务及采购体验。同时，也将满足他们通过电商逐步实现业务数据化的诉求，从而更好服务目标客户、寻找到新的销量增长点。”杨猛称。",媒体新闻,17599769330825063008_0_54757,史丹利CEO携豪华阵容亮相阿里巴巴入驻1688 推动商品数字化,史丹利,1
　　Instinet分析师Michael Wood周三将史丹利百得Stanley Black &Decker（NYSE:SWK）的目标股价从145美元上调至150美元，依据是该公司预计将极大受益于Craftsman收购以及西尔斯控股Sears HoldinGS（NASDAQ:SHLD）的困境。Craftsman首条生产线将于年底上线，2020年将建成旗舰工厂。与此同时，西尔斯麻烦不断，其中包括供应商毁约和加拿大公司申请破产。史丹利股价上涨约1%，2017年上涨24%，同期标普500指数（SPX）上涨9%。,媒体新闻,5907202313487400584_0_588775,Instinet上调史丹利百得的目标股价至150美元,史丹利,1
"【史丹利：产品均价较去年同期上涨约10%】史丹利(002588)周一在投资者互动平台上回答投资者提问时表示，公司产品目前均价相对于去年同期上涨了约10%上下，公司目前生产销售情况正常。针对投资者关于产品价格走势的询问，史丹利作出上述回复。（全景网）
<IMAGE SRC=""http://hqpick.eastmoney.com/k/0025882.png"" >
　　史丹利(002588)周一在全景网投资者互动平台上回答投资者提问时表示，公司产品目前均价相对于去年同期上涨了约10%上下，公司目前生产销售情况正常。
　　针对投资者关于产品价格走势的询问，史丹利作出上述回复。",媒体新闻,4058463750139598904_0_584796,史丹利：产品均价较去年同期上涨约10%,史丹利,1
