"此前曾低价转让
根据杭州高新披露的方案，公司拟采取时下常见的现金收购加上后续购股相结合的“分离式”重组方式，拟以5.6亿元价格收购奥能电源100%股权；另根据约定，奥能电源股东在杭州高新每次支付交易价款后的9个月内，将每次支付金额的20%在二级市场购买杭州高新股票，并锁定至2020年12月31日。
资料显示，奥能电源主营电力操作电源系统供应，具备向国家电网供货资格。2016年实现营业收入约1.37亿元，净利润2003.37万元。奥能电源承诺2017年、2018年、2019年实现净利润分别不低于3600万元、5000万元和6500万元。
《每日经济新闻》记者发现，此次杭州高新并购奥能电源价格增值率达到870%。根据杭州高新披露的信息显示，截至2016年12月31日，奥能电源归所有者权益账面价值为5778.20万元。以2016年12月31日为评估基准日，奥能电源100%股权的收益法评估价值为5.6亿元，相较于所有者权益账面价值增值5.03亿元，增值率为870.14%。
此外，奥能电源在2012年~2016年间还经过了一系列低价股权转让。奥能电源为陈虹、金晖夫妇于2000年创立，此后多年连续增资。2012年12月，金晖将其拥有的奥能电源2.5%的股权转让给孙云友，每股转让价格为1元。按照当时2005万元的注册资本，该部分股权价值约50万元。对于此次转让的原因，奥能电源表示因孙云友看好公司未来发展，并与公司股东陈虹、金晖之间建立了良好的信任关系。公告中对于孙云友的描述为“退休待业”状态。
2015年11月，奥能电源股东陈虹以每股价格2.2元的价格将其持有的奥能股份10%股权即200.5万股转让给任晓忠，而当时公司每股净资产为1.55 元/股。
2016年9月，由陈虹、金晖、任晓忠、孙云友四人发起设立的德清辉创向奥能电源增资923万元。四人在德清辉创的持股比例与在奥能电源持股比例一致，分别为70%、17.5%、10%、2.5%，对应出资为901.6万、225.4万、128.8万、32.2万。
照此计算，任晓忠在本次收购中对应的股权价值为4284万元，短短一年多增值近13倍，较329万元的原始投入获益3955万元；孙云友也将在本次杭州高新的收购中获益近1000万元。
而对于上述转让和本次转让给杭州高新的价格存在较大差异的原因，奥能电源解释为估值方法、估值时点、交易目的以及交易风险不同。
现金收购或有深意？
对于此次并购，较有意思的是，《每日经济新闻》记者还发现，杭州高新此次并购的奥能电源此前曾与另外一家上市公司向日葵产生过“绯闻”。
2016年6月14日，向日葵因筹划重大资产重组停牌。2016年11月，向日葵发布重组草案并复牌，公司披露拟以发行股份的方式购买资产，而并购对象正是此次杭州高新的收购对象奥能电源。
根据当时向日葵披露的方案，奥能电源整体作价为5.2亿元，比此次杭州高新收购低4000万元。业绩承诺方面，当时交易对象承诺奥能电源2016年、2017年、2018年净利润分别不低于3000万、4500万、5500万元。对应来看，此次杭州高新收购业绩承诺略有降低，2017年和2018年业绩承诺分别为3600万和5000万，较前次交易分别低900万元和500万元。
值得注意的一个细节是，按照此前对向日葵的承诺，2016年净利润将达到3000万元。但现在来看，奥能电源2016年净利润为2000万元，并未达标。奥能电源给出的解释是项目收入延后以及电源系统业务收入下降。
当时，伴随着并购的进行，向日葵也多次收到监管层的问询函及反馈意见。最终，向日葵放弃了该并购方案。
而与之前向日葵的发行股份方案不同的是，此次杭州高新并购奥能电源的方案改为了现金收购。业内人士分析认为，上市公司现金收购无需证监会审核，鉴于此前向日葵在审核最后阶段折戟，此次更改方案或为避开审核。",媒体新闻,14325537061115178487_0_413419,牵手向日葵“前女友”  杭州高新拟5.6亿收购奥能电源,杭州高新,1
"　　300478杭州高新：300478早盘跳水10.0% 股价创6月新低
　　2017年08月07日早盘09时30分，杭州高新（300478）出现异动，股价大幅下跌10.0%，创6月新低（除权后价格）。截至发稿，该股报50.04元/股，成交量116手，换手率0.05%，振幅0.00%，量比4.10。资金方面，主力流入资金量0.00万元，主力流出资金量58.05万元。
　　最新的一季报显示，该股于2017年3月31日实现营业收入9573万元，净利润210万元，每股收益0.03元，市盈率1858.33。
　　过去一年内该股还未有涨停，也没有跌停。
　　杭州高新所在的化工行业，整体跌幅为13.71%，其相关个股中杭州高新，丰元股份，川金诺跌幅较大，分别下跌10.0%，4.4%，3.3%；*ST爱富，丰元股份，双龙股份较为活跃，换手率分别为0.8%、0.3%及0.3%；
　　杭州高新公司主营业务为线缆用高分子材料的研发、生产和销售。截至2017年08月07日，该公司股东人数（户）为9210，较上个统计日减少404户。（完）
　　（以上内容为自选股智能机器写手Money Call完成，仅作为用户看盘参考，不能作为买入依据。）　　南方财富网微信号：南财",媒体新闻,12873609519280105903_0_590285,300478杭州高新：300478早盘跳水10.0% 股价创6月新低,杭州高新,1
"　　杭州高新什么时候复牌?杭州高新300478复牌时间公布　　南方财富网为大家介绍杭州高新什么时候复牌，具体如下：
　　本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。
　　特别提示：公司股票(股票简称：杭州高新，股票代码：300478)将于2017年8月7日(星期一)开市起复牌。
　　杭州高新橡塑材料股份有限公司(以下简称“公司”)因拟披露重大事项，根据深圳证券交易所《创业板股票上市规则》的有关规定，经公司申请，公司股票(证券简称：杭州高新，证券代码：300478)自2017年3月20日开市起临时停牌。因该重大事项对公司构成重大资产重组，公司于2017年3月20日在中国证监会指定的创业板信息披露网站上披露了《关于重大资产重组的停牌公告》(公告编号：2017-009)，公司股票(证券简称：杭州高新;证券代码：300478)自2017年3月21日开市起继续停牌。公司于2017年04月18日、2017年05月18日分别披露了《关于筹划重大资产重组停牌期满申请继续停牌公告》(公告编号： 2017-016)、《关于重大资产重组进展暨延期复牌的公告 》( 公告编号：2017-031)。停牌期间，公司根据相关规定及时履行信息披露义务，并于每五个交易日披露一次相关事项进展公告，具体内容详见中国证监会指定的创业板信息披露网站巨潮资讯网(http://www.cninfo.com.cn)。
　　2017年6月18日，公司召开第二届董事会第二十次会议，审议通过了《关
　　于公司重大资产重组方案的议案》等与本次重组相关的议案。并在2017年6月
　　19日按照《公开发行证券的公司信息披露内容与格式准则26号-上市公司重大
　　资产重组》的要求披露了重大资产重组报告书(草案)。
　　2017年6月28日，公司收到了深圳证券交易所(以下简称“深交所”)出
　　具的《关于对杭州高新橡塑材料股份有限公司的重组问询函》(创业板非许可类重组问询函【2017】第 12 号)。深交所要求公司就《问询函》所提问题做出书面说明，并在2017年7月3日前将有关书面说明材料报送深交所。
　　公司自收到问询函后，立即组织中介机构等相关各方对问询函中的问题准备回复工作，鉴于问询函回复的相关数据量较大，涉及信息需进一步核实及补充，且需各中介机构出具相关核查意见，因此公司回复工作无法在2017年7月3日前完成。为做好回复工作，保护全体股东合法权益，公司向深交所申请延期回复问询函，且于2017年7月3日披露了《关于延期回复深圳证券交易所问询函暨股票继续停牌的公告》(公告编号：2017-044)，具体内容详见中国证监会指定的创业板信息披露网站巨潮资讯网(http://www.cninfo.com.cn)。
　　2017年8月3日，公司召开第二届董事会第二十一次会议，审议通过了《关
　　于<杭州高新橡塑材料股份有限公司重大资产购买报告书(草案)(修订稿)>及其摘要的议案》和相关议案。根据深交所的要求，公司与相关各方及中介机构积极准备答复工作，对重组相关文件进行了补充和完善，并于2017年8月7日对外公告。
　　根据相关规定，经向深圳证券交易所申请，公司股票将于2017年8月7日
　　(星期一)开市起恢复交易。公司本次重大资产重组事项尚需股东大会审议通过，敬请广大投资者注意投资风险。
　　特此公告。
　　杭州高新橡塑材料股份有限公司
　　董事会
　　2017年8月4日　　南方财富网微信号：南财",媒体新闻,17094761182470548463_0_590276,杭州高新什么时候复牌？杭州高新300478复牌时间公布,杭州高新,1
"<IMAGE SRC=""http://hqpick.eastmoney.com/k/3004782.png"" >
　　杭州高新今日复牌，股价开盘即跌停，报50.04元，截止发稿，该股封跌停板，该股自2017年3月20日开市起停牌。
　　杭州高新8月6日晚间发布公告称，公司拟现金购买奥能电源100%股权，交易标的作价5.6亿元。
　　公告称，奥能电源2016年度实现营业收入13,660.58万元，实现净利润2003.37万元，分别相当于同期上市公司营业收入的24.33%，净利润的56.73%。交易对方承诺奥能电源2017年、2018年、2019年实现的经审计的税后净利润分别不低于人民币3600万元、5000万元、6500万元，每个年度净利润中的非经常性损益不超过200万元(不包含增值税退税).
　　奥能电源是国内知名的电力操作电源系统的主流供应商之一，在模块化充电系统、储能、电源电路领域拥有技术积累。2010年以来，奥能电源将业务拓展至新能源领域，具备向国家电网供货资格。公司称，本次收购完成后将在业务规模、盈利水平等方面有望得到显著提升，增强可持续发展能力。
　　公司本次重组收到深交所问询函。
　　7月13日，杭州高新发布业绩预告，公司预计2017年1-6月归属上市公司股东的净利润1205.80万至1507.25万，同比变动-20.00%至0.00%，化工合成材料行业平均净利润增长率为61.09%。",媒体新闻,548785756423131615_0_584796,杭州高新复牌封跌停 拟5.6亿现金收购奥能能源,杭州高新,1
"　　金融界网站讯杭州高新(行情300478,诊股)8月6日晚间公告称，公司拟以现金购买奥能电源100%股权，作价5.6亿元，交易对方承诺奥能电源2017年、2018年、2019年实现的经审计的税后净利润分别不低于人民币3，600万元、5，000万元、6，500万元，每个年度净利润中的非经常性损益不超过200万元（不包含增值税退税）。
　　奥能电源是国内知名的电力操作电源系统的主流供应商之一，2010年以来将业务拓展至新能源领域，具备向国家电网供货资格。
　　公司股票将于2017年8月7日（星期一）开市起恢复交易。",媒体新闻,7028207839418147039_0_55423,杭州高新拟以现金购买奥能电源100%股权 7日复牌,杭州高新,1
"议案一：
关于修改公司重大资产重组方案的议案
各位董事：
公司拟以支付现金方式购买陈虹、孙云友、任晓忠及德清辉创投资管理合伙
企业（有限合伙）（以下简称“德清辉创”）持有的杭州奥能电源设备有限公司
（以下简称“奥能电源”）100%股权（以下简称“本次交易”），并于2017年
6月18日通过了《关于公司重大资产重组方案的议案》。
现经各方协商一致，修改内容具体如下：
原议案：
3.4关于支付现金购买资产过渡期安排的议案
3.4.1如奥能电源股权最终交割完成的，过渡期内，任何与标的资产相关的
收益归公司享有。过渡期内，标的资产产生亏损的，则亏损部分由交易对方以现
金全额补足。上述期间损益将根据杭州高新聘请的具有证券期货业务资格的会计
师事务所审计后的结果确定。
3.4.2交易对方有义务及时将其知悉的有关对杭州高新及奥能电源已造成
或可能造成重大不利影响的任何事件、事实、条件、变化或其他情况书面通知杭
州高新及其中介机构。
3.4.3过渡期间，奥能电源不得进行“未分配利润”的分配及其他处理，且
奥能电源股东不得进行股权转让。
现修改为：
3.4关于支付现金购买资产过渡期安排的议案
3.4.1如奥能电源股权最终交割完成的，过渡期内，任何与标的资产相关的
收益归公司享有。过渡期内，标的资产产生亏损的，则亏损部分由交易对方以现
 
金全额补足。上述期间损益将根据杭州高新聘请的具有证券期货业务资格的会计
师事务所审计后的结果确定。
3.4.2交易对方有义务及时将其知悉的有关对杭州高新及奥能电源已造成
或可能造成重大不利影响的任何事件、事实、条件、变化或其他情况书面通知杭
州高新及其中介机构。
3.4.3过渡期间，未经杭州高新书面同意，奥能电源不得进行""未分配利润""
的分配及其他处理，且奥能电源股东不得进行股权转让。
原方案交易标的资产为标的公司股东持有的标的公司100%股权，即目前交
易对方持有的标的公司5000万元出资。除上述内容外，原方案约定的其余内容
均不变。
本议案尚须提交公司股东大会审议。
现提请各位董事审议！
杭州高新橡塑材料股份有限公司
董 事 会
2017年7月28日",媒体新闻,1362488899531113018_0_588940,[大事件]杭州高新:关于修改公司重大资产重组方案的议案,杭州高新,1
"　　杭州高新拟5.6亿元收购奥能电源 
　　公司坦言存在被问询可能
　　■本报见习记者 陈 炜 
　　
　　在国家政策和人们环保意识提高等因素的影响下，国内新能源汽车的市场需求在不断扩大，新能源汽车的配套新兴产业--充电桩行业，产业规模也随之增大，入局者不断增加。
　　6月19日晚间，杭州高新发布公告称，公司拟以现金向奥能电源全体股东购买其持有的奥能电源100%的股权，交易标的作价5.6亿元。同时，公司拟以自有资金人民币不低于2.5亿元与上海辰韬资产管理有限公司共同发起设立高新辰韬新能源汽车产业投资基金合伙企业（有限合伙），新能源汽车产业基金总投资额不超过人民币10亿元。
　　根据公开资料显示，奥能电源为国内知名的电力操作电源系统的主流供应商之一，2010年以来，业务拓展至新能源领域，着力于技术、客户与电源系统具有一定通用性的新能源汽车充电桩产品的研发、生产及销售。
　　此次杭州高新收购奥能电源，就是要借此完善其在新能源领域的布局，公司方面表示，要通过此次交易，实现特种线缆新材料提供商与新能源汽车充电设施供应商的双轮驱动战略格局。
　　但值得注意的是，早在去年11月份，光伏企业向日葵就曾拟作价5.2亿元收购奥能电源，从而实现对充电桩行业的战略布局。此后因交易标的公司奥能电源存在增值较高、承诺业绩远高于报告期内水平、客户集中等风险，收到深交所问询函。最终因受市场环境波动影响，交易于今年3月31日终止。
　　根据彼时向日葵收购奥能电源的方案显示，补偿义务人陈虹、任晓忠、孙云友承诺，奥能电源在2016--2018年实现的经审计的税后净利润分别不低于3000万元、4500万元、5500万元。但根据奥能电源财报显示，2014--2016年6月份，该公司的净利润分别为649万元、1103万元和476万元。也因此，深交所认为奥能电源承诺业绩远高于其报告期内业绩水平。
　　而在此次杭州高新披露的收购草案中，公司一定程度上下调了承诺业绩。根据公告内容，奥能电源承诺2017年、2018年、2019年实现的税后净利润分别不低于3600万元、5000万元、6500万元。每个年度净利润中的非经常性损益不超过200万元（不包含增值税退税）。
　　《证券日报》记者于19日傍晚致电杭州高新证券部，工作人员表示，这样的方案是经过评估和多方商讨的结果。对于标的公司的承诺业绩，他表示，目前不能保证其太长远的发展目标，对于具体的数据也不可能给出十分确定的答案，但标的公司在行业内是具有一定的市场地位和竞争优势的，对于其近期的发展和盈利能力是持乐观态度的。
　　根据其披露的财务数据显示，奥能电源2016年度实现营业收入 13,660.58万元，实现净利润2,003.37万元，分别相当于同期上市公司营业收入的24.33%，净利润的56.73%。
　　除此之外，在此前向日葵的收购方案中，高达1019.91%的增值率、以及奥能电源存在客户集中度较高的情况也曾是深交所关注的重点。记者注意到，在杭州高新此次的收购草案中，这些问题也被提及。其中，截至2016 年12月31日，奥能电源归所有者权益账面价值为5,778.20万元，奥能电源100%股权的收益法评估价值为56,056.55万元，增值50,278.35万元，增值率为870.14%。
　　对此，上述工作人员在接受记者采访时表示，毕竟要收购的是同一家公司，面临的情况是相似的。对于此次收购，公司方面表示，新能源行业的未来发展空间巨大，公司看好标的公司的竞争优势，在努力发展自身传统主营业务的同时，力求向外在新兴行业进行业务拓展，发掘新的利润增长点，从而推进业务战略转型升级。
　　而对于此次交易方案是否同样存在被问询的可能，对方称“估计有90%的可能”。",媒体新闻,3885287803908512754_0_1972,杭州高新拟5.6亿元收购奥能电源 公司坦言存在被问询可能,杭州高新,1
"  ⊙记者 黄群 ○编辑 邱江
  
  杭州高新19日晚间发布重大资产购买报告书，拟以现金5.6亿元购买奥能电源100%股权，切入新能源汽车充电桩领域。通过本次交易，上市公司将实现特种线缆新材料提供商与新能源汽车充电设施供应商的双轮驱动战略格局。
  报告书显示，本次交易方包括陈虹、任晓忠、孙云友以及德清辉创。截至2016年12月31日，奥能电源所有者权益账面价值为5778.20万元。以上述日期为评估基准日，奥能电源收益法评估后的股东全部权益价值为56056.55万元，增值50278.35万元，增值率870.14%。经交易各方协商，奥能电源100%股权最终交易作价为5.6亿元。
  资料显示，奥能电源是集电动汽车交、直流充电系统以及智能一体化电源系统两大主打系列产品的一体化方案解决供应商。2010年以来，其将业务拓展至新能源汽车充电桩产品的研发、生产及充电系统和充电运营系统的运营、管理，取得了比较明显的先发优势。目前，奥能电源新能源汽车充电基础设施主要涵盖交流充电桩、直流充电桩、智慧充电运营管理系统、智慧交通车辆管理软硬件系列产品等，具备了充电桩整体解决方案的能力，拥有独立自主知识产权，已有十余种充电产品具备向国家电网供货资格。上述充电桩产品已于2014年至2017年连续四年进入国家电网充电桩采购名单。目前，新能源汽车充电基础设施研发、生产是奥能电源业务战略重心及其未来发展方向。
  根据经审计的财务数据，奥能电源2016年度实现营业收入13660.58万元，实现净利润2003.37万元。交易对方承诺奥能电源2017年至2019年实现的经审计的税后净利润分别不低于3600万元、5000 万元、6500万元。本次杭州高新所支付的5.6亿元现金对价并非一次性支付，而是分三期来完成，支付条件以奥能电源经审计后净利润满足上述业绩承诺为前提。",媒体新闻,17975859163028433361_0_1731,"杭州高新拟购奥能电源
进军新能源汽车充电桩",杭州高新,1
"    本报记者 赵耘旎
    日前，杭州高新橡塑材料股份有限公司公告，公司拟以现金方式元购买杭州奥能电源设备有限公司100%股权，经交易各方协商确定，标的资产的交易价格为5.6亿元。
    交易对方做出业绩承诺：奥能电源在2017年度、2018年度和2019年度的净利润分别不低于3600万元、5000万元、6500万元，且每个年度净利润中的非经常性损益不超过200万元。
    据了解，奥能电源是一家专注于电力节能领域，集开发、生产、销售、服务为一体的国家级高新技术企业，是国内知名的电力操作电源系统和国家电网充电设备主流供应商之一，拥有智能电力用直流和交流一体化电源系统、智能高频开关直流电源系统等5大智能系统，拥有多项专利，软件著作权和其他核心技术。
    此外，杭州高新公告，公司拟以自有资金人民币不低于25000万元与上海辰韬资产管理有限公司共同发起设立高新辰韬新能源汽车产业投资基金合伙企业，新能源汽车产业基金总投资额不超过人民币100000万元。
    公告显示，基于辰韬资本在新能源汽车产业链的专业化布局，结合公司对新能源汽车产业发展趋势的分析和判断，公司将积极对接包括但不限于辰韬资本已投资项目，转型方向将首先围绕电动化积极进行，努力通过在电动物流车、电动化领域核心零部件企业的投资或并购，切入到新能源汽车行业。
    公司拟在较短时间内在电动化领域控股一到两家具有核心技术、在产业链条上处于有利位置的核心零部件企业，并积极布局目前诸如锂电池回收、储充电模式等发展相对滞后的领域，利用上市公司的资源配置优势，形成有效的产业协同。
    公司表示，通过本次收购奥能电源和投资设立新能源汽车产业基金，有助于实现特种线缆新材料提供商和新能源汽车充电设施供应商的双轮驱动战略格局，有利于保障、加快公司的业务战略转型。
(赵耘旎)",媒体新闻,14312948048834704449_0_590072,杭州高新拟以5.6亿收购奥能电源设立新能源汽车产业投资基金,杭州高新,1
"　　中国证券网讯（记者 尚海）杭州高新19日晚间公告，公司拟以现金向奥能电源全体股东购买其持有的奥能电源100%的股权，交易标的作价56,000.00万元。公司股票暂不复牌。
　　据悉，奥能电源是国内知名的电力操作电源系统的主流供应商之一，在模块化充电系统、储能、电源电路领域有十余年的技术积累，拥有多项专利及软件著作权。
　　交易对方承诺奥能电源2017年、2018年、2019年实现的经审计的税后净利润分别不低于人民币3,600万元、5,000万元、6,500万元，每个年度净利润中的非经常性损益不超过 200 万元（不包含增值税退税）。
　　公司表示，通过本次交易，上市公司将获得奥能电源 100%的股权，实现特种线缆新材料提供商与新能源汽车充电设施供应商的双轮驱动战略格局。
　　同日，公司披露拟以自有资金人民币不低于25,000万元与上海辰韬资产管理有限公司共同发起设立高新辰韬新能源汽车产业投资基金合伙企业（有限合伙）（以最终工商登记为准）（以下简称“新能源汽车产业基金”）。新能源汽车产业基金总投资额不超过人民币100,000万元。",媒体新闻,727645239454725181_0_588886,杭州高新拟5.6亿元收购奥能电源100%股权,杭州高新,1
