红旗连锁,不合格产品情况标称为泸州市龙马潭区高坝面粉厂生产的、 由 成都红旗连锁股份有限公司双流土桥村分场    出售的 手工面 900克/袋 ，检测结果为柠檬黄‖0.00064g/kg‖不得检出,0,微信,c,1
红旗连锁,四川：11批次食品抽检不合格，红旗连锁、卓尔百货、大润发等超市均检出..,0,微信,t,1
红旗连锁,@北京商报　　红旗连锁曹世如违规减持被罚600万　　6月27日，红旗连锁发布公告称，公司董事长、总经理、控股股东曹世如、股东四川三新及其前总经理徐健分别收到中国证监会下发的《行政处罚决定书》,1,微信,c,1
红旗连锁,其中，曹世如5月10日和6月15日两次合计减持红旗连锁总股本13％的股票，未在法定限制期限内停止股票买卖,1,微信,c,1
红旗连锁,"y3CCtiaBK2EiaQiaWeHKr2kLfvqQj5qvD0J6m3Bo7nXlKd1yt7gzeYg/640?wx_fmt=jpeg"" >　　2017最新电商死亡名单；波司登去年关店近千家；红旗连锁曹世如违规减持被罚600万丨今日零售头条",1,微信,c,1
红旗连锁,2017最新电商死亡名单；波司登去年关店近千家；红旗连锁曹世如违规减持被罚600万丨今日零售头条,1,微信,t,1
红旗连锁,　　近日，红旗连锁与四川发展旗下国源农投举行项目合作签约仪式,2,微信,c,1
红旗连锁,此次与国源农投合作，将在红旗连锁500家门店共同设立“凉山州农特产品红旗扶贫专柜”，通过产业精准扶贫，助推凉山州脱贫攻坚,2,微信,c,1
红旗连锁,　　去年4月，红旗连锁和四川发展就已达成战略合作协议，双方将在供应链整合方面进行全方位战略合作，合作以来，双方在市场开拓、产业升级等方面不断谋求共赢发展,2,微信,c,1
红旗连锁,"f44ia9LXGqRk8C5yR7PPlw/0?wx_fmt=jpeg"" >　　据介绍，为响应省委省政府产业扶贫号召，创新推动凉山州特色农产品市场开发和农业产业化发展，四川国源农业投资有限责任公司与红旗连锁达成战略性合作，将联合实施产业扶贫战略，在红旗连锁社区超市500家门店共同设立“扶贫特色农特产品红旗专柜”，共推产业精准扶贫",2,微信,c,1
红旗连锁,国源农投有效整合上游资源，携手红旗连锁，创新推动凉山州优质特色农特产品走出大山，走向都市，精准对接成都社区连锁超市，拓展凉山州农特产品市场开发及农业产业发展，助推凉山州脱贫攻坚,2,微信,c,1
红旗连锁,"1BHbNRKibnTqJpb77yWEpOIyD3VsMYOpZ8VR6pynlfsD0bvw41HcLsDwRlUxlqCXEjB1zROsd3Q/0?wx_fmt=jpeg"" >　　据了解，此前红旗连锁还先后与成都、阿坝、巴中、江油等地签署了农超对接战略合作协议，助推地方农业经济发展，促进当地农民朋友增收",2,微信,c,1
红旗连锁,"SR5A/0?wx_fmt=jpeg"" >　　四川发展（控股）有限责任公司党委书记、董事长，四川金控集团有限公司董事长王凤朝，凉山州副州长赵勇，凉山州国资委主任蔡军；凉山州投资促进与商务局副局长徐杰，红旗连锁党委书记、董事长、总经理曹世如，四川发展原酒基金、四川发展国源农投等相关负责人出席签约仪式",2,微信,c,1
红旗连锁,"OJIotcbWBaxMk2CiapyicriaVicgexPsC83Lr1IFicKwLMF943bZauMQ/640?wx_fmt=jpeg"" >　　商业资讯┃共推产业扶贫 凉山州优质农特产品将进红旗连锁",2,微信,c,1
红旗连锁,商业资讯┃共推产业扶贫凉山州优质农特产品将进红旗连锁,2,微信,t,1
红旗连锁,　　个股涨跌：南宁百货领涨，跨境通领跌　　公司公告：红旗连锁（002697）2017 年半年度报告　　行业要闻：阿里在东南亚彰显野心 拟投资印尼最大的“淘宝”　　涨幅前十　　代码　　名称　　现价　　涨跌幅　　600712　　南宁百货　　7.85　　9.,3,微信,c,1
红旗连锁,　　华泰证券零售消费研究团队：　　许世刚 18900662068 执业证书编号：S0570512080004　　张　　坚 13641623426　　丁浙川 13122052776　　红旗连锁上半年营收同比增11.79%；小商品城上半年归母净利预计增80%-85%【华泰零售许世刚团队0726零售动态】,3,微信,c,1
红旗连锁,红旗连锁上半年营收同比增11.79%；小商品城上半年归母净利预计增80%-85%【华泰零售许世刚团队0726零售动态】,3,微信,t,1
红旗连锁,"　　【东北商贸李强/罗贤飞】红旗连锁（002697）中报点评：扣非归母净利润大幅提升，逐步引入生鲜　　2017-07-28东北证券研究所 东北证券研究所<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz",4,微信,c,1
红旗连锁,2017H1，公司还充分利用资源向零售上游产业探索，设立成都红旗生态农业有限公司，减少农副产品流通环节，这也标志着未来红旗连锁的门店将会逐步引入生鲜这一品类,4,微信,c,1
红旗连锁,【东北商贸李强/罗贤飞】红旗连锁（002697）中报点评：扣非归母净利润大幅提升，逐步引入生鲜,4,微信,t,1
红旗连锁,"　　四川三新违规减持红旗连锁股票 被证监局罚款300万元<IMAGE SRC=""http://mmbiz.qpic.cn/mmbiz/wIBZVibhvROdMDSerLwyplJLMJMKulVzRic3ucRbEsY",5,微信,c,1
红旗连锁,　　四川证监局表示，经查明，2016年6月15日，四川三新通过深圳证券交易所（以下简称深交所）以大宗交易的方式一次性受让上市公司成都红旗连锁股份有限公司（以下简称红旗连锁）无限售条件流通股16，880万股，占上市公司总股本的12.41%,5,微信,c,1
红旗连锁,2016年6月17日，红旗连锁公告了四川三新简式权益变动报告书,5,微信,c,1
