北京文化,北京文化(行情000802，诊股)体验之旅”为主题展开为期一周的交流,73,媒体新闻,c,0
北京文化,京台青年交流周登场 两岸青年开启北京文化体验之旅,73,媒体新闻,t,0
北京文化,    据市文资办对外交流处副处长常泽鲲介绍，京台文创展已成功举办八届，在岛内和内地产生了积极广泛的影响，特别是在推动京台两地文化创意产业交流合作、促进京台文化贸易等方面成效显著，促成了包括“北京文化庙会-台北之旅”等在内的多个重点项目，社会反响良好,75,媒体新闻,c,0
北京文化,品味老北京文化京城游三日【零自费】    行程特色    ◆交通：全程空调旅游车    ◆导游：全程导游服务 赠送天安门集体照    ◆ 住宿：商务快捷酒店双人标准间，空调独卫（单男单女安排三人间）    ,149,微信,c,0
北京文化,品味老北京文化京城游三日【零自费】,149,微信,t,0
北京文化,　　顶尖财经网(www.58188.com)2017-8-7 21:17:14讯：　　市值飙升50亿后，北京文化（000802）的高管们打算减持了,0,媒体新闻,c,1
北京文化,　　8月7日，北京京西文化旅游股份有限公司（000802，北京文化）发布了关于董事、高级管理人员减持预披露公告,0,媒体新闻,c,1
北京文化,　　公告显示，北京文化董事丁江勇、副总裁邓勇、副总裁杜扬、副总裁兼董事会秘书陈晨、财务总监于晓萍于2017年8月7日向公司提交《股份减持计划告知函》，计划在本公告披露之日起15个交易日后的6个月内（窗口期不得减持），通过证券交易所集中竞价或者大宗交易等方式，减持公司股份合计不超过1，436，525股（占公司总股本比例为0.1978%）,0,媒体新闻,c,1
北京文化,<IMG alt=战狼2票房冲破30亿后 发行方北京文化公布高管减持计划 src=http://img1.gtimg.com/stock/pics/hv1/56/83/2230/145026971.jpg>　　北京文化遭高管减持　　根据公告介绍，丁,0,媒体新闻,c,1
北京文化,　　按照北京文化8月7日收盘股价21.14元/股计算，五位高管共可减持套现约3036.8万元,0,媒体新闻,c,1
北京文化,　　北京文化全称北京京西文化旅游股份有限公司，该公司的主营业务已由原有的旅游，逐渐转型到涵盖电影、电视剧、艺人经纪、综艺、新媒体及旅游文化的全产业链,0,媒体新闻,c,1
北京文化,在《战狼2》中，北京文化是联合出品方、保底发行方以及宣发主控方,0,媒体新闻,c,1
北京文化,　　值得提出的是，北京文化是票房黑马《战狼2》的发行主控发,0,媒体新闻,c,1
北京文化,根据去年8月披露的《电影发行合伙协议》，以8亿元、15亿元的票房为梯度，《战狼2》的出品方和发行方分别享受不同的票房分成比例，根据华创证券的计算，当《战狼2》票房达到35亿时，北京文化保底发行的毛毛利润将达到1.29亿元，如果《战狼2》票房有望破50亿，北京文化将有1.74亿的毛利润进账,0,媒体新闻,c,1
北京文化,而北京文化的股价在7月27日《战狼2》上映首日还仅为14.13元/股，截至8月7日收盘，北京文化的股价已经飙升至21.14元/股，市值上浮了约50亿元,0,媒体新闻,c,1
北京文化,战狼2票房冲破30亿后 发行方北京文化公布高管减持计划,0,媒体新闻,t,1
北京文化,摘要【北京文化8个交易日涨近六成 部分董事及高管拟高位减持】东方财富网7日讯，北京文化(000802)8月7日晚公告，公司董事丁江勇、副总裁邓勇、副总裁杜扬、副总裁兼董事会秘书陈晨、财务总监于晓萍于8月7日向公司提交《股份减持计划告知函》,1,媒体新闻,c,1
北京文化,　　北京文化(000802)8月7日晚公告，公司董事丁江勇、副总裁邓勇、副总裁杜扬、副总裁兼董事会秘书陈晨、财务总监于晓萍于8月7日向公司提交《股份减持计划告知函》，拟在公告披露之日起15个交易日后的6个月内，减持公司股份合计不超过143.65万股(占公司总股本0.1978%),1,媒体新闻,c,1
北京文化,注：《战狼2》的火爆引燃了发行方的股价，自7月27日以来，影片发行方北京文化股价累计涨幅达56%,1,媒体新闻,c,1
北京文化,北京文化8个交易日涨近六成 部分董事及高管拟高位减持,1,媒体新闻,t,1
北京文化,摘要【北京文化借战狼2爆赚2亿 有股东疑似趁机套现】周一盘后交易数据显示，各有1家机构分别对北京文化进行了买入和卖出，但净卖出为243万元,2,媒体新闻,c,1
北京文化,（一财网）　　周一盘后交易数据显示，各有1家机构分别对北京文化进行了买入和卖出，但净卖出为243万元,2,媒体新闻,c,1
北京文化,"<IMAGE SRC=""http://z1.dfcfw.com/2017/8/7/20170807175801466757874.jpg"" >　　盘面上，北京文化早盘一度大战逾8%，最高至22.50元",2,媒体新闻,c,1
北京文化,　　作为《战狼2》的保底发行方的北京文化，按照目前票房可盈利1.51亿元,2,媒体新闻,c,1
北京文化,　　受此影响，北京文化7月27日(《战狼2》上映日)至今涨幅超过55%，市值增加近60亿元,2,媒体新闻,c,1
北京文化,　　值得注意的是，在本轮上涨中，今日并不是机构第一次卖出北京文化,2,媒体新闻,c,1
北京文化,　　一季报显示，北京文化前十大流通中，持仓数量高于1093万股的只有控股股东中国华力控股集团有限公司、全国社保基金一零四组合及自然人股东王绍林,2,媒体新闻,c,1
