美的集团,美的集团获1011次调研居首　　不惧中小创受压调研频高 险资监管重压下环比增一倍　　近30家机构密集调研泸州老窖　　上周基金调研48家公司 电子设备和仪器受关注(原标题：海外机构入市心切 数次寻访31家公司做足功课),0,国内新闻,c,2
美的集团,腾讯、美的集团、正威集团、格力电器、招商银行、广药集团、万科地产、立白、长隆、奥飞、温氏农业、越秀集团、广电运通……一个个在全国、全球经济界响当当的金字招牌，都曾获得过共同的荣誉——上榜广东年度经济风云榜,1,国内新闻_电子报,c,2
美的集团,美的集团获1011次调研居首　　不惧中小创受压调研频高 险资监管重压下环比增一倍　　险资调研热情升温 国泰人寿看好高科技电子　　年底机构调研偏重六行业 王亚伟调研两家公司（来源：证券日报 2016-12-24 03:38）[点击查看原文],2,国内论坛,c,2
美的集团,　　A股各大榜单>>>　　2016十大最受机构关注个股 美的集团获818家机构调研居首　　2016年十大熊股遭腰斩 兆日科技跌63%最悲催　　举牌概念股成交骤然活跃 盘点2016年最“吸金”的公司(原标题：2016十大“活力王”榜首 名家汇113次现身“龙虎榜”)(责任编辑：DF319),3,国内新闻,c,1
美的集团,美的集团、五粮液8日则分别获北向资金净流入1.82亿元和1.39亿元,4,国内论坛,c,1
美的集团,就个股的情况而言，格力电器、美的集团和五粮液占据了深股通交易金额最大的前三位，成交金额分别为36.59亿元人民币、18.16亿元人民币和8.60亿元人民币,5,国内新闻,c,1
美的集团,按12月5日开盘价与12月16日收盘价计算，美的集团上涨0.81元人民币，五粮液上涨0.34元人民币，而格力电器却下跌了1.67元人民币，跌幅为6.26%，因此，投资者不能不担心：格力电器会成为“深股通第一套”吗,5,国内新闻,c,1
美的集团,比如美的集团收购德国的企业，说明中国的企业在往高端制造方向，大家这个共识努力我们是看得到的，我们在其中的投资机会能够寻觅得到,6,国内新闻,c,2
美的集团,作为广东最权威、最高规格、最具影响力的年度经济盛事，风云榜走出了腾讯马化腾、万科王石、正威集团、美的集团等一大批引领广东经济发展的企业、企业家，见证了广东经济转型和产业升级的蜕变，展现了引领广东经济社会发展进步的新动力、新标杆，也成为社会各界了解广东经济发展的重要窗口,7,国内新闻_电子报,c,2
美的集团,珠海艾派克收购美国打印机巨头利盟集团、美的集团收购德国智能机器人制造商库卡集团以及日本东芝、意大利Clivet等高端制造业项目，协议并购金额合计高达80多亿美元,8,国内新闻_电子报,c,2
美的集团,其他的企业，如美的集团，收购四大机器人之一库卡；腾讯牢牢把控游戏和微信的王者地位，其市值也创造了国内上市公司市值之最,9,国内新闻,c,2
美的集团,2012年，何享健将美的集团董事长的职位交给了专业经理人方洪波，没有交给他的一个儿子和两个女儿，成为民营企业传贤不传子的交班典范,10,国内新闻,c,2
美的集团,随后，美的集团的管理方式更加现代化，出现了股权激励，职业经理人，主动引入高盛等重大企业改革，何享健可谓与时俱进，最终促成美的成为名副其实的家电王国,10,国内新闻,c,2
美的集团,”美的集团新一届董事会成员的特色是高学历、年轻化且平均服务年资都在15至20年,10,国内新闻,c,2
美的集团,这些董事多在1990年代初期就加入美的集团，不乏硕士学历，正处于35至45岁左右的事业黄金期，对美的集团抛弃家族企业思维，朝制度化及现代化公司治理，具有正向意义,10,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,11,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,12,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,13,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,14,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,15,国内新闻,c,2
美的集团,鲁丹，女，中山大学国际工商管理硕士；2001年加入美的集团股份有限公司任Oracle ERP系统实施顾问；2005年5月至2006年12月于韬睿惠悦咨询有限公司任咨询顾问；2006年12月至2011年2月于怡安翰威特咨询有限公司任咨询总监；2011年2月至2014年3月任倍智人才管理咨询有限公司首席运营官；现任招商基金管理有限公司人力资源部总监、公司监事，兼任招商财富资产管理有限公司董事,16,国内新闻,c,2
美的集团,美的集团（000333）副总裁兼厨电事业部总经理朱凤涛介绍，美的和苏宁将开启基于智能云平台之间的开放合作,17,国内新闻,c,1
美的集团,美的集团副总裁兼厨电事业部总经理朱凤涛介绍，美的和苏宁将开启基于智能云平台之间的开放合作,18,国内新闻,c,2
美的集团,     周五操作：美的集团小幅回调，按计划继续持有,19,国内博客,c,1
美的集团,    资产：000333美的集团21000股，市值590730元；中国嘉陵50000股，市值440500元；000012南玻40000股；市值454400元；现金3310975元；资产总值4796605元,19,国内博客,c,1
美的集团,     下周一操作计划：美的集团持股观察；上涨到30.35元以上不封涨停就部分高抛；尾市跌破27.6元就减仓,19,国内博客,c,1
美的集团, 就象美的集团，9月20号有大量解禁股，当时价格是26元左右，后来拉一波做到32以上，这就是反小鸡肚肠人之道而行，把它们甩下车了,20,国内论坛,c,1
美的集团,       [淘股吧]       美的集团开价40亿欧元要约收购机器人巨头库卡集团,21,国内论坛,c,2
美的集团,近日，美的集团透露将与华南理工大学成立联合实验室,22,国内新闻_电子报,c,2
美的集团,近日，美的集团透露将与华南理工大学成立联合实验室,23,国内新闻_电子报,c,2
美的集团,具体来看，北向前十大净买入活跃个股分别为格力电器、五粮液、恒瑞医药、美的集团、方正证券、洋河股份、印纪传媒、网宿科技、双汇发展、广发证券,24,国内新闻,c,1
美的集团,  2，750.00          11%          3   广州白云山医药集团股份有限公司             5，000.00          20%          4   美的集团股份有限公司                       5，000.00          20%                          合计                  ,25,国内新闻,c,2
美的集团,  据美的集团副总裁兼厨电事业部总经理朱凤涛介绍，美的和苏宁将开启基于智能云平台之间的开放合作,26,国内新闻_电子报,c,2
美的集团,个股方面，推荐三花智控、海信电器、美的集团、格力电器、老板电器等,27,国内新闻_电子报,c,1
美的集团,江鹏先生自2000年9月参加工作后，先后在广东肇庆星湖生物科技股份有限公司、广东美的电器股份有限公司等担任董事会秘书职务，现任美的集团股份有限公司董事会秘书,28,国内新闻_电子报,c,2
美的集团,曾任佛山会计师事务所审计助理、美的集团审计部审计经理、美的集团审计监察部副部长，现任美的集团审计监察部总监,28,国内新闻_电子报,c,2
美的集团,美的集团收购德国智能机器人制造商库卡集团、日本东芝、意大利Clivet，珠海艾派克收购美国打印机巨头利盟集团等高端制造业项目，金额合计高达80多亿美元,29,国内新闻_电子报,c,2
美的集团,●南方日报记者 苏力 实习生 卢笑涵家电企业收购世界机器人巨头今年5月18日，美的集团宣布通过海外子公司对德国库卡公司发起要约收购，投入292亿元人民币，增持库卡股份至30%以上,29,国内新闻_电子报,c,2
美的集团,美的集团董事长兼总裁方洪波说，库卡完美配合美的的“双智”战略，将提升美的智能制造能力以及开发智能家居产品的潜力,29,国内新闻_电子报,c,2
